FICHA DE ESPECIFICACIONES TECNICAS   ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HOJA DE MEDIDAS DE MOLDE  -  PRENDA LAVADA ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FECHA DE GENERACION:;;20/04/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FECHA DE ACTUALIZACION:;;;;;;;;;;;;;;;;;;;;;;;;;MOLDE ;;;;;;;
CLIENTE:;;LANDS END;;;;;;;;;ESTILO PROPIO 1:;;;;;;13087;;;;;;;;ENCOGIMIENTO;;;;MOLDE;;;
ESTILO CLIENTE:;;533105;;;;;;;;;ESTILO PROPIO 2:;;;;;;;;;;;;;;HILO;;;;6.0%;;;
SILUETA:;;PLUS;;;;;;;;;TEMPORADA:;;;;;;SS22;;;;;;;;TRAVEZ;;;;6.0%;;;
DIVISION:;;WOMENS;;;;;;;;;TALLAS:;;;;;;1X-2X-3X;;;;;;;;;;;;;;;
TIPO MUESTRA:;;PROGRAMA # 249;;;;;;;;;MEDIDA:;;;;;;PULGADA;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;MARGEN DE RECORTES;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;UNION DE HOMBROS;;;;  1/8 ;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;CERRADO DE COSTADOS;;;;  3/16;;;
;;;;;;;;;;;;;;;;;;;;;;;;;BASTA DE FALDON ;;;;  1/4 ;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COD.;DESCRIPCIÓN;;P/C;CRITICA;MARGEN (1);MARGEN (2);1X;;2X;;3X;;;;;;;;;;;;;;;;;;;;;
A;ABERTURA DE ESCOTE ESPALDA;;P;CRITICA;;;8  3/4 ;;9      ;;9  1/4 ;;;;;;;;;;;;;;;;;;;;;
B;CAIDA DE ESCOTE ESPALDA;;P;CRITICA;;;2  1/8 ;;2  1/4 ;;2  1/4 ;;;;;;;;;;;;;;;;;;;;;
C;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;  1/4 ;  1/4 ;31  3/8 ;;33  3/8 ;;35  3/8 ;;;;;;;;;;;;;;;;;;;;;
D;ANCHO DE HOMBRO INDIVIDUAL;;P;CRITICA;;;11  3/4 ;;12  5/8 ;;13  1/2 ;;;;;;;;;;;;;;;;;;;;;
E;ANCHO DE PECHO DE BASTA A BASTA DELANT-ESPALD;;P;CRITICA;;;30  7/16;;32  7/16;;34  7/16;;;;;;;;;;;;;;;;;;;;;
1;UBICACIÓN DE PECHO ESPALDA;;P;CRITICA;;;13  1/2 ;;14  1/4 ;;15      ;;;;;;;;;;;;;;;;;;;;;
2;UBICACIÓN DE PECHO DELANTERO;;P;CRITICA;;;12  1/2 ;;13  3/8 ;;14      ;;;;;;;;;;;;;;;;;;;;;
F;ANCHO DE PECHO ESPALDA-DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;27      ;;29      ;;31      ;;;;;;;;;;;;;;;;;;;;;
G;ANCHO DE BOCA DE MANGA ESPALDA;;P;CRITICA;  5/16;  3/8 ;10      ;;10  5/8 ;;11  1/4 ;;;;;;;;;;;;;;;;;;;;;
H;LARGO DE CUERPO ESPALDA;;P;CRITICA;  5/16;  1/4 ;36      ;;36  5/8 ;;37  1/4 ;;;;;;;;;;;;;;;;;;;;;
I;ANCHO DE FALDON ESPALDA-DELANTERO;;P;CRITICA;;;30  1/2 ;;32  1/2 ;;34  1/2 ;;;;;;;;;;;;;;;;;;;;;
J;ALTO DE VENZ DELANTERO-ESPALDA;;P;CRITICA;;;6 11/16;;6 11/16;;6 11/16;;;;;;;;;;;;;;;;;;;;;
K;ABERTURA DE CUELLO DELANTERO;;P;CRITICA;;;8  3/8 ;;8  5/8 ;;8  7/8 ;;;;;;;;;;;;;;;;;;;;;
L;CAIDA DE CUELLO DELANTERO;;P;CRITICA;;;8      ;;8  1/8 ;;8  3/8 ;;;;;;;;;;;;;;;;;;;;;
M;ANCHO DE HOMBRO DELANTERO;;P;CRITICA;  1/4 ;  1/4 ;30 13/16;;32 13/16;;34 13/16;;;;;;;;;;;;;;;;;;;;;
N;LARGO DE CUERPO DELANTERO;;P;CRITICA;  5/16;  1/4 ;35  3/4 ;;36  3/8 ;;37      ;;;;;;;;;;;;;;;;;;;;;
O;ANCHO DE BOCA DE MANGA DELANTERO;;P;CRITICA;  5/16;  3/8 ;9  1/4 ;;9  7/8 ;;10  1/2 ;;;;;;;;;;;;;;;;;;;;;
P;LARGO DE CUELLO EN BORDE;;C;CRITICA;;;27      ;;27  5/8 ;;28  3/8 ;;;;;;;;;;;;;;;;;;;;;
Q;LARGO DE CUELLO EN CENTRO;;C;CRITICA;;;26  1/8 ;;26  3/4 ;;27  1/2 ;;;;;;;;;;;;;;;;;;;;;
R;ALTO DE CUELLO ;;C;CRITICA;;;1 11/16;;1 11/16;;1 11/16;;;;;;;;;;;;;;;;;;;;;
S;LARGO DE TAPETE ;;C;CRITICA;;;15  1/8 ;;15  1/2 ;;15  3/4 ;;;;;;;;;;;;;;;;;;;;;
T;ALTO DE TAPETE ;;C;CRITICA;;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
