FICHA DE ESPECIFICACIONES TECNICAS   ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HOJA DE MEDIDAS DE MOLDE ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05/03/2022;;
FECHA DE GENERACION:;;03/09/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12173;
FECHA DE ACTUALIZACION:;;;;;;;;;;;;;;;;;;;;;;;;;MOLDE ;;;;;;;;;3.0%
CLIENTE:;;LANDS END;;;;;;;;;ESTILO PROPIO 1:;;;;;;00985-P1;;;;;;;;ENCOGIMIENTO;;;;MOLDE;;;6.0%;;3.0%
ESTILO CLIENTE:;;411450;;;;;;;;;ESTILO PROPIO 2:;;;;;; ---;;;;;;;;HILO;;;;1.5%;;;6.0%;;3.0%
SILUETA:;;REGULAR;;;;;;;;;TEMPORADA:;;;;;;SS23;;;;;;;;TRAVEZ;;;;1.0%;;;6.0%;;
DIVISION:;;WOMENS;;;;;;;;;TALLAS:;;;;;;XXS-XS-S-M-L-XL;;;;;;;;LARG.DE MANGA;;;;1.0%;;;;;
TIPO MUESTRA:;;PRODUCCIÓN ;;;;;;;;;MEDIDA :;;;;;;PULGADA;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;MARGEN DE RECORTES;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;UNION DE HOMBROS;;;;  1/8 ;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;PEGADO DE MANGA;;;;  3/16;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;CERRADO DE COSTADOS;;;;  3/16;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;BASTA DE FALDON ;;;;  1/4 ;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COD.;DESCRIPCIÓN;;P/C;CRITICAL;MARGEN (1);MARGEN (2);XXS;;XS;;S;;M;;L;;XL;;;;;;;;;;;;;;;;;
A;ABERTURA DE ESCOTE ESPALDA;;P;CRITICAL;;;7  7/16;;7 11/16;;7 15/16;;8  3/16;;8  7/16;;8  9/16;;;;;;;;;;;;;;;;;
B;CAIDA DE ESCOTE ESPALDA;;P;CRITICAL;;;1  3/4 ;;1  3/4 ;;1  3/4 ;;1  3/4 ;;1  7/8 ;;1  7/8 ;;;;;;;;;;;;;;;;;
C;SISA RECTA ESPALDA;;P;CRITICAL;  3/8 ;  3/8 ;7  3/16;;7 11/16;;8  3/16;;8  7/16;;8  7/8 ;;9  1/8 ;;;;;;;;;;;;;;;;;
D;ANCHO DE PECHO ESPALDA -DELANTERO;;P;CRITICAL;;;19  1/8 ;;20  1/8 ;;21  1/8 ;;22  3/8 ;;24  1/8 ;;25  1/8 ;;;;;;;;;;;;;;;;;
E;ANCHO DE FALDON ESPALDA -DELANTERO;;P;CRITICAL;  3/8 ;  3/8 ;19  1/16;;20  1/16;;21  1/16;;22  5/16;;24  1/16;;24  1/16;;;;;;;;;;;;;;;;;
F;LARGO DE CUERPO ESPALDA;;P;CRITICAL;  5/16;  3/8 ;27  1/8 ;;27  5/8 ;;28  1/8 ;;28  3/4 ;;29  3/8 ;;29  3/4 ;;;;;;;;;;;;;;;;;
G;ABERTURA DE ESCOTE DELANTERO;;P;CRITICAL;  3/8 ;  3/8 ;6  5/8 ;;6  7/8 ;;7  3/16;;7  7/16;;7 11/16;;7 13/16;;;;;;;;;;;;;;;;;
H;CAIDA DE ESCOTE DELANTERO;;P;CRITICAL;  3/8 ;  3/8 ;3  1/2 ;;3  3/4 ;;3  7/8 ;;4      ;;4  1/4 ;;4  3/8 ;;;;;;;;;;;;;;;;;
I;ANCHO DE HOMBRO DELANTERO;;P;CRITICAL;  5/16;  1/4 ;14  3/4 ;;15  1/4 ;;15  3/4 ;;16  3/8 ;;17  1/8 ;;17  1/2 ;;;;;;;;;;;;;;;;;
J;SISA RECTA DELANTERO;;P;CRITICAL;;;6 11/16;;7  1/8 ;;7 11/16;;7  7/8 ;;8  7/16;;8 11/16;;;;;;;;;;;;;;;;;
K;LARGO DE CUERPO DELANTERO;;P;CRITICAL;;;26  7/16;;26 15/16;;27  7/16;;28  1/16;;28 11/16;;29  1/16;;;;;;;;;;;;;;;;;
L;LARGO DE MANGA;;P;CRITICAL;;;8  3/8 ;;8  5/8 ;;8  7/8 ;;9  1/8 ;;8  3/8 ;;9  1/2 ;;;;;;;;;;;;;;;;;
M;ANCHO DE BICEPS;;P;CRITICAL;  3/8 ;  3/8 ;14  1/2 ;;15  7/16;;16  3/8 ;;17  1/16;;18  1/8 ;;18  7/8 ;;;;;;;;;;;;;;;;;
N;ANCHO DE BOCA DE MANGA;;P;CRITICAL;;;12 11/16;;13  7/16;;14  1/4 ;;15      ;;16  1/8 ;;16  7/8 ;;;;;;;;;;;;;;;;;
O;ANCHO DE CUELLO EN BORDE;;C;CRITICAL;;;17  3/4 ;;18  5/8 ;;19  1/4 ;;19  7/8 ;;20 13/16;;21  1/4 ;;;;;;;;;;;;;;;;;
P;ANCHO DE CUELLO EN EL CENTRO;;C;CRITICAL;;;17  3/8 ;;18  1/4 ;;18  7/8 ;;19  1/2 ;;20  7/16;;20  7/8 ;;;;;;;;;;;;;;;;;
Q;ALTO DE CUELLO ;;C;CRITICAL;;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;;;;;;;;;;;;;;;;
R;LARGO DE TAPETE ;;C;CRITICAL;;;13  3/8 ;;13  5/8 ;;13  7/8 ;;14  1/8 ;;14  1/2 ;;14  5/8 ;;;;;;;;;;;;;;;;;
S;ALTO DE TAPETE ;;C;CRITICAL;;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;MOLDE TIENE PARA 5.5 AL ANCHO DESDE HOMBRO HASTA FALDON ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;PERO COMO LO COORDINADO CON MARIA SE COLOCO  5% COMO DIGITO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
