FICHA DE ESPECIFICACIONES TECNICAS   ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HOJA DE MEDIDAS DE MOLDE - PRENDA LAVADA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FECHA DE GENERACION:;;30/11/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FECHA DE ACTUALIZACION:;;;;;;;;;;;;;;;;;;;;;;;;;MOLDE ;;;;;;;
CLIENTE:;;LANDS END;;;;;;;;;ESTILO PROPIO 1:;;;;;;6457;6456;8742;8745;;;;;ENCOGIMIENTO;;;;MOLDE;;;
ESTILO CLIENTE:;;411452;;;;;;;;;ESTILO PROPIO 2:;;;;;;6461;6458;8744;;;;;;HILO;;;;6.0%;;;
SILUETA:;;PLUS;;;;;;;;;TEMPORADA:;;;;;;SS'21;;;;;;;;TRAVEZ;;;;6.0%;;;
DIVISION:;;WOMENS;;;;;;;;;TALLAS:;;;;;;1X-2X-3X;;;;;;;;LARG.DE MANGA;;;;6.0%;;;
TIPO MUESTRA:;;PRODUCCION-PROGRAMA # 130;;;;;;;;;MEDIDA :;;;;;;PULGADA;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;MARGEN DE RECORTES;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;UNION DE HOMBROS;;;;  1/8 ;;;
;;;;;;;;;;;;;;;;;;;;;;;;;PEGADO DE MANGA;;;;  3/16;;;
;;;;;;;;;;;;;;;;;;;;;;;;;CERRADO DE COSTADOS;;;;  3/16;;;
;;;;;;;;;;;;;;;;;;;;;;;;;BASTA DE FALDON ;;;;  1/4 ;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COD.;DESCRIPCIÓN;;P/C;CRITICAL;MARGEN (1);MARGEN (2);;;1X;;2X;;3X;;;;;;;;;;;;;;;;;;;
A;ABERTURA DE ESCOTE ESPALDA;;P;CRITICAL;;;;;8  7/8 ;;9  1/8 ;;9  3/8 ;;;;;;;;;;;;;;;;;;;
B;CAIDA DE ESCOTE ESPALDA;;P;CRITICAL;;;;;2  1/8 ;;2  1/4 ;;2  1/4 ;;;;;;;;;;;;;;;;;;;
C;ANCHO DE HOMBRO ESPALDA;;P;CRITICAL;  3/8 ;  3/8 ;;;19      ;;19  1/2 ;;20      ;;;;;;;;;;;;;;;;;;;
D;UBICACIÓN DE 1/2 PECHO ESPALDA ;;P;CRITICAL;;;;;7  1/2 ;;7  1/2 ;;7  1/2 ;;;;;;;;;;;;;;;;;;;
E;ANCHO DE 1/2 PECHO ESPALDA ;;P;CRITICAL;  3/8 ;  3/8 ;;;18  1/8 ;;18  5/8 ;;19  1/8 ;;;;;;;;;;;;;;;;;;;
F;SISA RECTA ESPALDA;;P;CRITICAL;  5/16;  3/8 ;;;10  1/8 ;;10 11/16;;11  3/8 ;;;;;;;;;;;;;;;;;;;
G;ANCHO DE PECHO ESPALDA -DELANTERO;;P;CRITICAL;  3/8 ;  3/8 ;;;27      ;;29      ;;31      ;;;;;;;;;;;;;;;;;;;
H;ANCHO DE FALDON ESPALDA -DELANTERO;;P;CRITICAL;  3/8 ;  3/8 ;;;27  7/8 ;;29  7/8 ;;31  7/8 ;;;;;;;;;;;;;;;;;;;
I;LARGO DE CUERPO ESPALDA;;P;CRITICAL;  5/16;  1/4 ;;;31  1/2 ;;32  1/8 ;;32  3/4 ;;;;;;;;;;;;;;;;;;;
J;ANCHO DE HOMBRO INDIVIDUAL;;P;CRITICAL;;;;;5  3/8 ;;5  1/2 ;;5  5/8 ;;;;;;;;;;;;;;;;;;;
