C;ANCHO DE FALDON DELANTERO Y ESPALDA ;;P;CRITICA;  3/8 ;  3/8 ;;;22  7/8 ;;24  3/8 ;;26  3/8 ;;28  3/8 ;;30  3/8 ;;;;;;;;;;;;;;;
D;ANCHO DE HOMBRO DELANTERO ;;P;CRITICA;  3/8 ;  3/8 ;;;18  3/4 ;;19  3/4 ;;20  3/4 ;;21  3/4 ;;22  3/4 ;;;;;;;;;;;;;;;
E;SISA RECTA DELANTERO  ;;P;CRITICA;  3/8 ;  3/8 ;;;8  7/16;;8  7/8 ;;9  1/4 ;;9  1/2 ;;9  3/4 ;;;;;;;;;;;;;;;
F;ABERTURA DE CUELLO DELANTERO;;P;CRITICA;;;;;5  3/4 ;;6  1/8 ;;6  1/2 ;;6  7/8 ;;7  1/4 ;;;;;;;;;;;;;;;
G;CAIDA DE CUELLO DELANTERO;;P;CRITICA;;;;;3  3/4 ;;3  7/8 ;;4  1/8 ;;4  1/4 ;;4  3/8 ;;;;;;;;;;;;;;;
J;LARGO DE CUERPO ESPALDA;;P;CRITICA;  1/4 ;  3/8 ;;;33  1/4 ;;33  3/4 ;;34  3/4 ;;35  3/4 ;;36  3/4 ;;;;;;;;;;;;;;;
K;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;  7/16;  7/16;;;19  1/2 ;;20  1/2 ;;21  1/2 ;;22  1/2 ;;23  1/2 ;;;;;;;;;;;;;;;
M;SISA RECTA ESPALDA;;P;CRITICA;  3/8 ;  7/16;;;9  5/16;;9  3/4 ;;10  1/16;;10  5/16;;10  9/16;;;;;;;;;;;;;;;
N;ABERTURA DE CUELLO ESPALDA;;P;CRITICA;;;;;6  1/4 ;;6  9/16;;6 15/16;;7  5/16;;7 11/16;;;;;;;;;;;;;;;
O;CAIDA DE CUELLO ESPALDA;;P;CRITICA;;;;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  1/2 ;;1  5/8 ;;;;;;;;;;;;;;;
P;LARGO SUPERIOR DE MANGA;;P;CRITICA;  3/8 ;  1/4 ;;;12 15/16;;13  3/16;;13  7/16;;13 11/16;;13 15/16;;;;;;;;;;;;;;;
Q;BICEP ANCHO SUPERIOR DE MANGA;;P;CRITICA;  3/8 ;  3/8 ;;;17  1/2 ;;18  1/4 ;;19  1/4 ;;20  1/4 ;;21  1/4 ;;;;;;;;;;;;;;;
R;ANCHO DE BOCA DE MANGA;;P;CRITICA;;;;;14  7/8 ;;15  3/4 ;;16  3/4 ;;17  3/4 ;;18  3/4 ;;;;;;;;;;;;;;;
W;LARGO DE LAS 3 PECHERAS;;C;CRITICA;;;;;8  3/8 ;;8  3/8 ;;8  3/8 ;;8  3/8 ;;8  3/8 ;;;;;;;;;;;;;;;
X;ANCHO DE PECHERA SUPERIOR;;C;CRITICA;;;;;2  1/8 ;;2  1/8 ;;2  1/8 ;;2  1/8 ;;2  1/8 ;;;;;;;;;;;;;;;
A1;LARGO DE CUELLO EXTERIOR E INTERIOR EN BORDE SUPERIOR;;C;CRITICA;;;;;19      ;;20      ;;21      ;;22      ;;23      ;;;;;;;;;;;;;;;
A2;ALTO DE CUELLO EXTERIOR E INTERIOR;;C;CRITICA;;;;;2 13/16;;2 13/16;;2 13/16;;2 13/16;;2 13/16;;;;;;;;;;;;;;;
A3;LARGO DE BANDA EXTERIOR;;C;CRITICA;;;;;20  5/16;;21  5/16;;22  5/16;;23  5/16;;24  5/16;;;;;;;;;;;;;;;
A4;ALTO DE BANDA EXTERIOR;;C;CRITICA;;;;;1 13/16;;1 13/16;;1 13/16;;1 13/16;;1 13/16;;;;;;;;;;;;;;;
A5;LARGO DE BANDA INTERIOR;;C;CRITICA;;;;;20  5/16;;21  5/16;;22  5/16;;23  5/16;;24  5/16;;;;;;;;;;;;;;;
A6;ALTO DE BANDA INTERIOR;;C;CRITICA;;;;;1 13/16;;1 13/16;;1 13/16;;1 13/16;;1 13/16;;;;;;;;;;;;;;;
A9;ANCHO DE PECHERA IN FERIOR SUPERIOR;;C;CRITICA;;;;;1 15/16;;1 15/16;;1 15/16;;1 15/16;;1 15/16;;;;;;;;;;;;;;;
A10;ANCHO DE PECHERA INFERIOR INFERIOR;;C;CRITICA;;;;;2  3/16;;2  3/16;;2  3/16;;2  3/16;;2  3/16;;;;;;;;;;;;;;;
H;LARGO DE TAJO DELANTERO;;P;CRITICA;;;;;6      ;;6      ;;6      ;;6      ;;6      ;;;;;;;;;;;;;;;
A11;LARGO DE TAPETE DE VENTZ;;C;CRITICA;;;;;14      ;;14      ;;14      ;;14      ;;15      ;;;;;;;;;;;;;;;
A12;ANCHO DE TAPETE DE VENTZ;;C;CRITICA;;;;;1  1/2 ;;1  1/2 ;;1  1/2 ;;1  1/2 ;;1  1/2 ;;;;;;;;;;;;;;;
A13;LARGO DE COLLARETA DE HOMBRO;;C;CRITICA;;;;;18  1/8 ;;19  1/8 ;;20  1/8 ;;21  1/8 ;;22  1/8 ;;;;;;;;;;;;;;;
A14;ANCHO DE COLLARETA DE HOMBRO;;C;CRITICA;;;;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;;;;;
A15;LARGO DE CUELLO EXTERIOR E INTERIOR EN BORDE INFERIOR;;C;CRITICA;;;;;17  5/8 ;;18  5/8 ;;19  5/8 ;;20  5/8 ;;21  5/8 ;;;;;;;;;;;;;;;
