FICHA DE ESPECIFICACIONES TECNICAS   ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HOJA DE MEDIDAS DE MOLDE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FECHA DE GENERACION:;;20/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FECHA DE ACTUALIZACION:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CLIENTE:;;MARMAXX;;;;;;;;;ESTILO PROPIO 1:;;;;6708;;;;;;;;;;ENCOGIMIENTO;;;;MOLDE;;;
ESTILO CLIENTE:;;AN11400;;;;;;;;;ESTILO PROPIO 2:;;;;;;;;;;;;;;HILO;;;;2.0%;;;
SILUETA:;;;;;;;;;;;TEMPORADA:;;;;;;;;;;;;;;TRAVEZ;;;;3.0%;;;
DIVISION:;;;;;;;;;;;TALLAS:;;;;;;;;;;;;;;LARG.DE MANGA;;;;;;;
TIPO MUESTRA:;;PRODUCCION PROG  520;;;;;;;;;MEDIDA :;;;;;;;;;;;;;;;;;;;;;
;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;MARGEN DE RECORTES;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;UNION DE HOMBROS;;;;  1/8 ;;;
;;;;;;;;;;;;;;;;;;;;;;;;;PEGADO DE MANGA;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;CERRADO DE COSTADOS;;;;  3/16;;;
;;;;;;;;;;;;;;;;;;;;;;;;;BASTA DE FALDON ;;;;  1/4 ;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;MODELISTA MAGALY;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COD.;DESCRIPCIÓN;;P/C;CRITICA;MARGEN (1);MARGEN (2);XS;;S;;M;;L;;XL;;;;;;;;;;;;;;;;;
A;ABERTURA ESCOTE ESPALDA;;P;CRITICA;  1/4 ;  5/16;5 13/16;;6  1/16;;6  5/16;;6  9/16;;6 13/16;;;;;;;;;;;;;;;;;
B;CAIDA DE ESCOTE ESPALDA;;P;CRITICA;  1/4 ;  1/4 ;1      ;;1  1/8 ;;1  1/4 ;;1  3/8 ;;15  1/2 ;;;;;;;;;;;;;;;;;
C;ANCHO DE HOMBROS ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;12  5/8 ;;13  1/8 ;;13  5/8 ;;14  1/8 ;;14  7/8 ;;;;;;;;;;;;;;;;;
D;HOMBRO INDIVIDUAL DELANTERO Y ESPALDA;;P;CRITICA;;;3  5/8 ;;3  3/4 ;;3  7/8 ;;4      ;;4  1/4 ;;;;;;;;;;;;;;;;;
E;SISA RECTA ESPALDA;;P;CRITICA;;;6 15/16;;7  7/16;;7 15/16;;8  7/16;;9  3/16;;;;;;;;;;;;;;;;;
F;ANCHO DE PECHO ESPALDA Y DELANTERO;;P;CRITICA;;;16      ;;17      ;;18      ;;19      ;;20  1/2 ;;;;;;;;;;;;;;;;;
G;LARGO DE CUERPO ESPALDA;;P;CRITICA;  1/4 ;  1/4 ;25  3/16;;25  5/8 ;;26  1/8 ;;26  5/8 ;;27  1/8 ;;;;;;;;;;;;;;;;;
H;ANCHO DE FALDON DELANTERO Y ESPALDA ;;P;CRITICA;;;18  1/16;;19  1/16;;20  1/16;;21  1/16;;22  9/16;;;;;;;;;;;;;;;;;
I;ABERTURA DE ESCOTE DELANTERO;;P;CRITICA;  1/4 ;  5/16;5  1/2 ;;5  3/4 ;;6      ;;6  1/4 ;;6  1/2 ;;;;;;;;;;;;;;;;;
J;CAIDA DE ESCOTE DELANTERO;;P;CRITICA;;;2  9/16;;2 11/16;;2 13/16;;2 15/16;;3  1/16;;;;;;;;;;;;;;;;;
K;ANCHO DE HOMBRO DELANTERO;;P;CRITICA;;;12  1/4 ;;12  3/4 ;;13  1/4 ;;13  3/4 ;;14  1/2 ;;;;;;;;;;;;;;;;;
L;SISA RECTA DELANTERO;;P;CRITICA;;;6  7/16;;6 15/16;;7  7/16;;7 15/16;;8  3/4 ;;;;;;;;;;;;;;;;;
M;LARGO DE CUERPO DELANTERO;;P;CRITICA;  1/4 ;  1/4 ;24  5/8 ;;25  1/8 ;;25  5/8 ;;26  1/8 ;;26  5/8 ;;;;;;;;;;;;;;;;;
N;ANCHO DE CUELLO;;C;CRITICA;;;15  1/16;;15 13/16;;16  9/16;;17  5/16;;18  1/16;;;;;;;;;;;;;;;;;
O;ALTO DE CUELLO;;C;CRITICA;;;11  5/8 ;;11  5/8 ;;11  5/8 ;;11  5/8 ;;11  5/8 ;;;;;;;;;;;;;;;;;
P;LARGO DE COLLARETA DE SISA;;C;CRITICA;;;20      ;;21  1/8 ;;22  1/4 ;;23  3/8 ;;25      ;;;;;;;;;;;;;;;;;
Q;ALTO DE COLLARETA DE SISA;;C;CRITICA;;;1  1/16;;1  1/16;;1  1/16;;1  1/16;;1  1/16;;;;;;;;;;;;;;;;;
1;ALTO DE 1/2 PECHO DELANTERO;;C;CRITICA;;;5  1/8 ;;5  1/8 ;;5  1/8 ;;5  1/8 ;;5  1/8 ;;;;;;;;;;;;;;;;;
2;ANCHO DE 1/2 PECHO DELANTERO;;P;CRITICA;;;11  1/4 ;;11  3/4 ;;12  1/4 ;;12  3/4 ;;13  1/2 ;;;;;;;;;;;;;;;;;
3;ALTO DE 1/2 PECHO ESPALDA;;P;CRITICA;;;5  5/8 ;;5  5/8 ;;5  5/8 ;;5  5/8 ;;5  5/8 ;;;;;;;;;;;;;;;;;
4;ANCHO DE 1/2 PECHO ESPALDA;;P;CRITICA;;;12  1/8 ;;12  5/8 ;;13  1/8 ;;13  5/8 ;;14  3/8 ;;;;;;;;;;;;;;;;;
R;LARGO DE TAPETE ;;C;CRITICA;;;11  1/8 ;;11  1/2 ;;11  7/8 ;;12  1/4 ;;12  5/8 ;;;;;;;;;;;;;;;;;
S;ALTO DE TAPETE;;C;CRITICA;;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
