FICHA DE ESPECIFICACIONES TECNICAS   ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HOJA DE MEDIDAS DE MOLDE - PAÑO LAVADO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FECHA DE GENERACION:;;10/03/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FECHA DE ACTUALIZACION:;;;;;;;;;;;;;;;;;;;;;;;;;MOLDE ;;;;;;;
CLIENTE:;;LANDS END;;;;;;;;;ESTILO PROPIO 1:;;;;;;9245;;;;;;;;ENCOGIMIENTO;;;;MOLDE;;;
ESTILO CLIENTE:;;526216;;;;;;;;;ESTILO PROPIO 2:;;;;;;---;;;;;;;;HILO;;;;1.5%;;;
SILUETA:;;REGULAR;;;;;;;;;TEMPORADA:;;;;;;FH21;;;;;;;;TRAVEZ;;;;1.0%;;;
DIVISION:;;MENS;;;;;;;;;TALLAS:;;;;;;S-M-L-XL-XXL;;;;;;;;LARG.DE MANGA;;;;0.0%;;;
TIPO MUESTRA:;;PRODUCCION PROGRAMA #145;;;;;;;;;MEDIDA :;;;;;;PULGADA;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;MARGEN DE RECORTES;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;UNION DE HOMBROS;;;;  1/8 ;;;
;;;;;;;;;;;;;;;;;;;;;;;;;PEGADO DE MANGA;;;;  3/16;;;
;;;;;;;;;;;;;;;;;;;;;;;;;CERRADO DE COSTADOS;;;;  3/16;;;
;;;;;;;;;;;;;;;;;;;;;;;;;BASTA DE FALDON ;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COD.;DESCRIPCIÓN;;P/C;CRITICAL;MARGEN (1);MARGEN (2);;;S;;M;;L;;XL;;XXL;;;;;;;;;;;;;;;
A;ABERTURA DE CUELLO ESPALDA ;;P;CRITICAL;;;;;6  1/2 ;;6 13/16;;7  3/16;;7  9/16;;7 15/16;;;;;;;;;;;;;;;
B;CAIDA DE CUELLO ESPALDA;;P;CRITICAL;;;;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  3/4 ;;1  7/8 ;;;;;;;;;;;;;;;
C;ANCHO DE HOMBRO ESPALDA;;P;CRITICAL;  1/2 ;  1/2 ;;;18  3/8 ;;19  3/8 ;;20  3/8 ;;21  3/8 ;;22  3/8 ;;;;;;;;;;;;;;;
D;SISA RECTA ESPALDA;;P;CRITICAL;  7/16;  1/2 ;;;9      ;;9  1/4 ;;9  1/2 ;;9  3/4 ;;10  1/16;;;;;;;;;;;;;;;
1;ALTO DE 1/2 ESPALDA;;P;CRITICAL;;;;;7  7/8 ;;7  7/8 ;;7  7/8 ;;7  7/8 ;;7  7/8 ;;;;;;;;;;;;;;;
2;ANCHO DE 1/2 ESPALDA;;P;CRITICAL;  1/2 ;  1/2 ;;;16  1/2 ;;17  1/2 ;;18  9/16;;19  5/8 ;;20 13/16;;;;;;;;;;;;;;;
E;LARGO DE CUERPO ESPALDA;;P;CRITICAL;  7/16;  7/8 ;;;31  1/4 ;;31  3/4 ;;32  3/4 ;;33  3/4 ;;34  3/4 ;;;;;;;;;;;;;;;
F;ANCHO DE PECHO  ESPALDA-DELANTERO;;P;CRITICAL;  3/8 ;  3/8 ;;;21  1/2 ;;23      ;;25      ;;27      ;;29      ;;;;;;;;;;;;;;;
G;ANCHO DE FALDON ESPALDA-DELANTERO;;P;CRITICAL;  3/8 ;  3/8 ;;;21  1/2 ;;23      ;;24  3/4 ;;26  3/4 ;;28  5/8 ;;;;;;;;;;;;;;;
6;ALTO DE CURVA FALDON  ESPALDA-DELANTEROS;;P;CRITICAL;;;;;2  1/16;;2  1/16;;2  1/16;;2  1/16;;2  1/16;;;;;;;;;;;;;;;
7;ANCHO DE HOMBROS INDIVIDUALES ;;P;CRITICAL;;;;;6  1/4 ;;6  1/2 ;;6  7/8 ;;7  1/8 ;;7  7/16;;;;;;;;;;;;;;;
H;ABERTURA DE CUELLO DELANTERO;;P;CRITICAL;;;;;5  5/8 ;;6      ;;6  5/16;;6  5/8 ;;7      ;;;;;;;;;;;;;;;
