C;ANCHO DE HOMBRO DELANTERO ;;P;CRITICA;  3/8 ;  3/8 ;;;17  3/4 ;;18  3/4 ;;19  3/4 ;;20  3/4 ;;21  3/4 ;;;;;;;;;;;;;;;
D;ANCHO DE FALDON DELANTERO Y ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;;;21  1/2 ;;23      ;;25      ;;27      ;;29      ;;;;;;;;;;;;;;;
E;SISA RECTA DELANTERO  ;;P;CRITICA;  3/8 ;  3/8 ;;;8  1/4 ;;8  1/2 ;;8  7/8 ;;9  3/16;;9  1/2 ;;;;;;;;;;;;;;;
F;ABERTURA DE CUELLO DELANTERO;;P;CRITICA;;;;;5 11/16;;6  1/16;;6  7/16;;6  3/4 ;;7  1/8 ;;;;;;;;;;;;;;;
G;CAIDA DE CUELLO DELANTERO;;P;CRITICA;;;;;3  5/8 ;;3  3/4 ;;4      ;;4  1/8 ;;4  3/8 ;;;;;;;;;;;;;;;
H;LARGO DE CUERPO ESPALDA;;P;CRITICA;  1/4 ;  3/8 ;;;30 13/16;;31  5/16;;32  5/16;;33  5/16;;34  5/16;;;;;;;;;;;;;;;
I;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;  7/16;  7/16;;;18  9/16;;19  9/16;;20  9/16;;21  9/16;;22  9/16;;;;;;;;;;;;;;;
J;SISA RECTA ESPALDA;;P;CRITICA;  3/8 ;  7/16;;;9  1/8 ;;9  3/8 ;;9  5/8 ;;10      ;;10  1/4 ;;;;;;;;;;;;;;;
K;ABERTURA DE CUELLO ESPALDA;;P;CRITICA;;;;;6  7/16;;6  3/4 ;;7  3/16;;7  1/2 ;;7  7/8 ;;;;;;;;;;;;;;;
L;CAIDA DE CUELLO ESPALDA;;P;CRITICA;;;;;1  7/16;;1  7/16;;1  7/16;;1  9/16;;1 11/16;;;;;;;;;;;;;;;
M;LARGO DE TAJO DELANTERO;;P;CRITICA;  3/8 ;  1/4 ;;;5  3/4 ;;5  3/4 ;;5  3/4 ;;5  3/4 ;;5  3/4 ;;;;;;;;;;;;;;;
N;LARGO SUPERIOR DE MANGA;;P;CRITICA;  3/8 ;  3/8 ;;;11  1/4 ;;11  1/2 ;;11  3/4 ;;12      ;;12  1/4 ;;;;;;;;;;;;;;;
Ñ;BICEP ANCHO SUPERIOR DE MANGA;;P;CRITICA;;;;;16  9/16;;17  9/16;;18  9/16;;19  9/16;;20  9/16;;;;;;;;;;;;;;;
O;BOCA DE MANGA;;C;CRITICA;;;;;13 15/16;;14 15/16;;15 15/16;;16 15/16;;17 15/16;;;;;;;;;;;;;;;
P;LARGO SUPERIOR DE CUELLO EXTERIOR E INFERIOR;;C;CRITICA;;;;;18  1/8 ;;19  1/8 ;;20  1/8 ;;21  1/8 ;;22  1/8 ;;;;;;;;;;;;;;;
Q;ALTO DE CUELLO EXTERIOR E INFERIOR;;C;CRITICA;;;;;2  5/8 ;;2  5/8 ;;2  5/8 ;;2  5/8 ;;2  5/8 ;;;;;;;;;;;;;;;
R;LARGO INFERIOR DE CUELLO EXTERIOR E INFERIOR;;C;CRITICA;;;;;16  9/16;;17  9/16;;18  9/16;;19  9/16;;20  9/16;;;;;;;;;;;;;;;
S;LARGO DE BANDA EXTERIOR E INFERIOR;;C;CRITICA;;;;;19  1/4 ;;20  1/4 ;;21  1/4 ;;22  1/4 ;;23  1/4 ;;;;;;;;;;;;;;;
T;ALTO DE BANDA  EXTERIOR E INFERIOR;;C;CRITICA;;;;;1 13/16;;1 13/16;;1 13/16;;1 13/16;;1 13/16;;;;;;;;;;;;;;;
U;ANCHO DE BOLSILLO EXTERIOR E INTERIOR;;C;CRITICA;;;;;5  1/4 ;;5  1/4 ;;5  1/4 ;;5  1/4 ;;5  1/4 ;;;;;;;;;;;;;;;
V;LARGO DE BOLSILLO INTERIOR;;C;CRITICA;;;;;7      ;;7      ;;7      ;;7  1/4 ;;7  1/4 ;;;;;;;;;;;;;;;
W;LARGO DE BOLSILLO EXTERIOR;;C;CRITICA;;;;;6  5/16;;6  5/16;;6  5/16;;6  9/16;;6  9/16;;;;;;;;;;;;;;;
X;LARGO DE TAPETE DE VENTZ;;C;CRITICA;;;;;11  1/2 ;;11  1/2 ;;11  1/2 ;;11  1/2 ;;12  1/2 ;;;;;;;;;;;;;;;
Y;ALTO DE TAPETE DE VENTZ;;P;CRITICA;;;;;1  1/2 ;;1  1/2 ;;1  1/2 ;;1  1/2 ;;1  1/2 ;;;;;;;;;;;;;;;
Z;LARGO DE VIVO DE BOLSILLO;;C;CRITICA;;;;;9  1/4 ;;9  1/4 ;;9  1/4 ;;9  1/2 ;;9  1/2 ;;;;;;;;;;;;;;;
A1;ALTO DE VIVO DE BOLSILLO;;C;CRITICA;;;;;  7/8 ;;  7/8 ;;  7/8 ;;  7/8 ;;  7/8 ;;;;;;;;;;;;;;;
A2;LARGO DE VISTA DE BOLSILLO;;C;CRITICA;;;;;5  1/4 ;;5  1/4 ;;5  1/4 ;;5  1/2 ;;5  1/2 ;;;;;;;;;;;;;;;
A3;ALTO DE VISTA DE BOLSILLO;;C;CRITICA;;;;;1      ;;1      ;;1      ;;1      ;;1      ;;;;;;;;;;;;;;;
A4;LARGO DE PECHERA SUPERIOR E INFERIOR;;C;CRITICA;;;;;8      ;;8      ;;8      ;;8      ;;8      ;;;;;;;;;;;;;;;
A5;ANCHO DE PECHERA SUPERIOR;;;;;;;;1  3/4 ;;1  3/4 ;;1  3/4 ;;1  3/4 ;;1  3/4 ;;;;;;;;;;;;;;;
A6;ANCHO DE PECHERA INFERIOR;;C;CRITICA;;;;;3      ;;3      ;;3      ;;3      ;;3      ;;;;;;;;;;;;;;;
