C;LARGO DE CUERPO ESPALDA;;P;CRITICA;  3/8 ;  1/4 ;25  1/8 ;;25  5/8 ;;26  1/8 ;;26  5/8 ;;27  1/8 ;;;;;;;;;;;;;;;;;
D;ANCHO DE FALDON ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;20  7/16;;21  7/16;;22  7/16;;23  7/16;;24 15/16;;;;;;;;;;;;;;;;;
E;SISA RECTA ESPALDA;;P;CRITICA;  1/4 ;  3/8 ;6  1/4 ;;6  3/4 ;;7  1/4 ;;7  3/4 ;;8  1/2 ;;;;;;;;;;;;;;;;;
F;ABERTURA DE CUELLO ESPALDA;;P;CRITICA;;  1/4 ;7  1/2 ;;7  3/4 ;;8      ;;8  1/4 ;;8  1/2 ;;;;;;;;;;;;;;;;;
G;CAIDA DE CUELLO ESPALDA;;P;CRITICA;;  1/4 ;1  1/16;;1  3/16;;1  5/16;;1  7/16;;1  9/16;;;;;;;;;;;;;;;;;
H;LARGO DELANTERO IZQUIERDO;;P;CRITICA;;  1/4 ;24  1/8 ;;24  5/8 ;;25  1/8 ;;25  5/8 ;;26  1/8 ;;;;;;;;;;;;;;;;;
I;ANCHO DE FALDON DELANTERO IZQUIERDO PARTE SUPERIOR  E INFERIOR;;P;CRITICA;;  1/4 ;20  7/16;;21  7/16;;22  7/16;;23  7/16;;24 15/16;;;;;;;;;;;;;;;;;
J;SISA RECTA DELANTERO IZQUIERDO;;P;CRITICA;  1/4 ;  3/8 ;5  1/2 ;;6      ;;6  1/2 ;;7      ;;7  3/4 ;;;;;;;;;;;;;;;;;
K;ANCHO DE HOMBRO DELANTERO IZQUIERDO;;P;CRITICA;  1/4 ;  3/8 ;6  1/8 ;;6  1/2 ;;6  7/8 ;;7  3/16;;7  3/4 ;;;;;;;;;;;;;;;;;
L;LARGO EN DIAGONAL DELANTERO IZQUIERDO;;P;CRITICA;  1/4 ;  3/8 ;26  5/8 ;;27  3/8 ;;28  1/8 ;;28  7/8 ;;29  7/8 ;;;;;;;;;;;;;;;;;
M;LARGO DIAGONAL DELANTERO DERECHO;;P;CRITICA;  1/4 ;  3/8 ;26  5/8 ;;27  5/8 ;;28  3/8 ;;29  1/4 ;;30  1/4 ;;;;;;;;;;;;;;;;;
N;LARGO DELANTERO DERECHO;;P;CRITICA;  1/4 ;  3/8 ;23  1/8 ;;23  5/8 ;;24  3/16;;24  3/4 ;;25  3/8 ;;;;;;;;;;;;;;;;;
Ñ;SISA RECTA DELANTERO DERECHO;;P;CRITICA;  3/8 ;  3/8 ;5  1/2 ;;6      ;;6  1/2 ;;7      ;;7  3/4 ;;;;;;;;;;;;;;;;;
O;ANCHO DE HOMBRO DELANTERO DERECHO;;P;CRITICA;;;17  3/4 ;;18  3/8 ;;19      ;;19  5/8 ;;20  1/2 ;;;;;;;;;;;;;;;;;
P;ABERTURA DE CUELLO DELANTERO DERECHO;;P;CRITICA;;;7  3/8 ;;7  5/8 ;;7  7/8 ;;8  1/8 ;;8  3/8 ;;;;;;;;;;;;;;;;;
Q;CAIDA DE CUELLO DELANTERO DERECHO;;P;CRITICA;;;2  3/4 ;;2  7/8 ;;3      ;;3  1/8 ;;3  1/4 ;;;;;;;;;;;;;;;;;
R;LARGO SUPERIOR DE MANGA;;P;CRITICA;  3/8 ;  1/4 ;21  3/8 ;;21  1/2 ;;21  5/8 ;;21  3/4 ;;21  7/8 ;;;;;;;;;;;;;;;;;
S;BICEP ANCHO SUPERIOR DE MANGA;;P;CRITICA;  3/8 ;  3/8 ;11  1/8 ;;12  1/8 ;;13  1/8 ;;14  1/8 ;;15  1/8 ;;;;;;;;;;;;;;;;;
T;ANCHO DE BOCA DE MANGA;;P;CRITICA;  3/8 ;  3/8 ;7  1/2 ;;8      ;;8  1/2 ;;9      ;;9  1/2 ;;;;;;;;;;;;;;;;;
U;ALTO DE COLLARETA DE CUELLO;;C;CRITICA;;;1  1/16;;1  1/16;;1  1/16;;1  1/16;;1  1/16;;;;;;;;;;;;;;;;;
V;LARGO DE COLLARETA DE CUELLO;;C;CRITICA;;;27  1/4 ;;27  5/8 ;;28      ;;28  3/8 ;;28  3/4 ;;;;;;;;;;;;;;;;;
W;ALTO DE COSTADO DERECHO DELANTERO IZQUIERDO;;P;CRITICA;;;2  1/2 ;;2  1/2 ;;2  1/2 ;;2  1/2 ;;2  1/2 ;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
