;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COD.;DESCRIPCIÓN;;P/C;CRITICA;MARGEN (1);MARGEN (2);XS;;S;;M;;L;;XL;;;;;;;;;;;;;;;;;
A;ABERTURA DE ESCOTE DELANTERO;;P;CRITICA;;;6  3/4 ;;7      ;;7  1/4 ;;7  1/2 ;;7  3/4 ;;;;;;;;;;;;;;;;;
B;CAIDA DE ESCOTE DELANTERO;;P;CRITICA;;;3 15/16;;4  1/16;;4  3/16;;4  5/16;;4  7/16;;;;;;;;;;;;;;;;;
C;SISA RECTA DELANTERO ;;P;CRITICA;  1/4 ;  1/4 ;7  3/16;;7 11/16;;8  3/16;;8  3/4 ;;9  1/2 ;;;;;;;;;;;;;;;;;
D;ANCHO DE HOMBROS  DELANTERO;;P;CRITICA;;;12  1/8 ;;12  3/8 ;;12  5/8 ;;12  7/8 ;;13  1/8 ;;;;;;;;;;;;;;;;;
E;LARGO DE CUERPO  DELANTERO;;P;CRITICA;  1/4 ;  3/8 ;26  1/2 ;;27      ;;27  1/2 ;;28      ;;28  1/2 ;;;;;;;;;;;;;;;;;
F;ANCHO DE PECHO EN SISA DEL ESP;;P;CRITICA;  3/8 ;  3/8 ;18      ;;19      ;;20      ;;21      ;;22  1/2 ;;;;;;;;;;;;;;;;;
G;ANCHO DE  FALDON DEL ESP;;P;CRITICA;  1/4 ;  1/4 ;22  5/16;;23  5/16;;24  5/16;;25  5/16;;26 13/16;;;;;;;;;;;;;;;;;
H;LARGO DE PECHERA V C/ LADO;;P;CRITICA;  3/8 ;  3/8 ;3  1/8 ;;3  1/8 ;;3  1/8 ;;3  1/8 ;;3  1/8 ;;;;;;;;;;;;;;;;;
I;LARGO DE VENTS;;P;CRITICA;;;4  7/16;;4  7/16;;4  7/16;;4  7/16;;4  7/16;;;;;;;;;;;;;;;;;
J;ABERTURA DE SCOTE ESPALDA;;P;CRITICA;;;7  1/16;;7  5/16;;7  9/16;;7 13/16;;8  1/16;;;;;;;;;;;;;;;;;
K;CAIDA ESCOTE ESPALDA;;P;CRITICA;  1/4 ;  1/4 ;1  1/4 ;;1  3/8 ;;1  1/2 ;;1  5/8 ;;1  3/4 ;;;;;;;;;;;;;;;;;
L;SISA RECTA ESPALDA;;P;CRITICA;  1/4 ;  3/8 ;7 11/16;;8  3/16;;8 11/16;;9  3/16;;9 15/16;;;;;;;;;;;;;;;;;
M;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;;  1/4 ;12  1/2 ;;12  3/4 ;;13      ;;13  1/4 ;;13  1/2 ;;;;;;;;;;;;;;;;;
N;LARGO DE CUERPO ESPALDA;;C;CRITICA;;;27      ;;27  1/2 ;;28      ;;28  1/2 ;;29      ;;;;;;;;;;;;;;;;;
O;LARGO COLLARETA SISAS;;C;CRITICA;;;22  1/4 ;;23  7/16;;24  5/8 ;;25 13/16;;27 11/16;;;;;;;;;;;;;;;;;
P;ANCHO DE COLLARTETA DE SISA;;C;CRITICA;;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;;;;;;;;;;;;;;;;
Q;LARGO DE CINTA COLLARETA ESCOTE;;C;CRITICA;;;23  1/8 ;;23  7/8 ;;24  1/2 ;;25  1/4 ;;26      ;;;;;;;;;;;;;;;;;
R;ANCHO DE COLLARETA ESCOTE;;P;CRITICA;;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;;;;;;;;;;;;;;;;
S;LARGO DE TAPETE;;P;CRITICA;  1/4 ;  1/4 ;12  1/2 ;;12  7/8 ;;13  1/4 ;;13  5/8 ;;14      ;;;;;;;;;;;;;;;;;
T;ANCHO DE TAPETE;;P;CRITICA;;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;;;;;;;
U;LARGO DE COLLARETA DE PECHERA;;P;CRITICA;  1/4 ;  1/4 ;13      ;;13      ;;13      ;;13      ;;13      ;;;;;;;;;;;;;;;;;
V;ANCHO DE COLLARETA DE OECHERA;;;CRITICA;;;2      ;;2      ;;2      ;;2      ;;2      ;;;;;;;;;;;;;;;;;
;;;;CRITICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;CRITICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
