A;ABERTURA DE ESCOTE ESPALDA;;P;CRITICA;;;4  3/8 ;;4  7/16;;4  1/2 ;;4 11/16;;4  7/8 ;;5      ;;5  1/8 ;;;;;;;;;;;;;;;;;
B;ANCHO DE HOMBRO ESPALDA MISTAD;;P;CRITICA;;;10      ;;10  1/2 ;;11      ;;11  1/2 ;;12  7/16;;12 15/16;;13  9/16;;;;;;;;;;;;;;;;;
C;ANCHO DE PECHO ESPALDA -MITAD;;P;CRITICA;;;10  1/2 ;;11      ;;11  1/2 ;;12      ;;12 15/16;;13  7/16;;14  1/16;;;;;;;;;;;;;;;;;
D;SISA RECTA ESPALDA;;P;CRITICA;  5/16;  3/8 ;10  9/16;;10 13/16;;11  1/8 ;;11  3/8 ;;11  5/8 ;;12      ;;12  1/8 ;;;;;;;;;;;;;;;;;
E;LARGO DE CUERPO ESPALDA;;P;CRITICA;  5/16;  1/4 ;24  9/16;;24 13/16;;25  1/16;;25  1/2 ;;26      ;;26  1/2 ;;27      ;;;;;;;;;;;;;;;;;
F;ANCHO DE FALDON ESPALDA-MITAD;;P;CRITICA;  3/8 ;  5/16;9  9/16;;10  1/8 ;;10  9/16;;11  1/8 ;;12  3/16;;12  3/4 ;;13  3/8 ;;;;;;;;;;;;;;;;;
G;LARGO DE CUERPO ESPALDA CENTRO;;P;CRITICA;  1/4 ;  1/4 ;22  3/4 ;;23      ;;23  1/4 ;;23  5/8 ;;24      ;;24  3/8 ;;24  7/8 ;;;;;;;;;;;;;;;;;
H;LARGO DE CUERPO DELANTERO;;P;CRITICA;  5/16;  1/4 ;23  9/16;;23 13/16;;24  1/16;;24  9/16;;25  1/16;;25  9/16;;26  1/16;;;;;;;;;;;;;;;;;
I;ANCHOP DE HOMBRO DELANTERO;;P;CRITICA;;;18  3/16;;19  3/16;;20  3/16;;21  3/16;;23  1/16;;24  1/16;;25  5/16;;;;;;;;;;;;;;;;;
J;ABERTURA DE ESCOTE DELANTERO;;P;CRITICA;;;6  5/8 ;;6  3/4 ;;7      ;;7  1/4 ;;7  1/2 ;;7  5/8 ;;7  7/8 ;;;;;;;;;;;;;;;;;
K;SISA RECTA DELANTERO;;P;CRITICA;  5/16;  3/8 ;9  3/4 ;;10      ;;10  1/4 ;;10  1/2 ;;10  3/4 ;;11  1/8 ;;11  1/4 ;;;;;;;;;;;;;;;;;
L;ANCHO DE PECHO DELANTERO;;P;CRITICA;;;20  7/16;;21  7/16;;22  7/16;;23  7/16;;25  5/16;;26  5/16;;27  9/16;;;;;;;;;;;;;;;;;
M;CAIDA DE CUELLO DELANTERO;;P;CRITICA;;;7 15/16;;8  1/16;;8  5/16;;8  9/16;;8 13/16;;8 15/16;;9  3/16;;;;;;;;;;;;;;;;;
N;ANCHO DE FALDON DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;18  9/16;;19  9/16;;20  9/16;;21  9/16;;23 11/16;;24 13/16;;26  1/8 ;;;;;;;;;;;;;;;;;
O;LARGO DE CUELLO;;C;CRITICA;;;24 11/16;;25  1/16;;25  9/16;;26 11/16;;27  7/16;;27 11/16;;28 11/16;;;;;;;;;;;;;;;;;
P;ALTO DE CUELLO;;C;CRITICA;;;1 13/16;;1 13/16;;1 13/16;;1 13/16;;1 13/16;;1 13/16;;1 13/16;;;;;;;;;;;;;;;;;
Q;LARGO DE TAPETE ESPALDA;;C;CRITICA;;;13  7/16;;13  9/16;;13 13/16;;14  3/16;;14  9/16;;14 13/16;;15  1/16;;;;;;;;;;;;;;;;;
R;ALTO DE TAPETE ESPALDA;;C;CRITICA;;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;;;;;;;
1;ALTO DE MEDIO PECHO DELANTERO;;P;CRITICA;;;6      ;;6      ;;6      ;;6      ;;6      ;;6      ;;6      ;;;;;;;;;;;;;;;;;
2;ANCHO DE MEDIO PECHO DELANTERO;;P;CRITICA;;;18  7/16;;19  7/16;;20  3/8 ;;21  5/16;;23  3/16;;24  1/8 ;;25  3/8 ;;;;;;;;;;;;;;;;;
3;ALTO DE MEDIO PECHO ESPALDA;;P;CRITICA;;;6      ;;6      ;;6      ;;6      ;;6      ;;6      ;;6      ;;;;;;;;;;;;;;;;;
4;ANCHO DE MEDIO PECHO ESPALDA-MITAD;;P;CRITICA;;;9  1/2 ;;10      ;;10  1/2 ;;11      ;;11  7/8 ;;12  3/8 ;;13      ;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
