C;ANCHO DE FALDON DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;28      ;;29      ;;30      ;;31      ;;32  1/2 ;;34      ;;;;;;;;;;;;;;;
D;ANCHO DE HOMBRO DELANTERO ;;P;CRITICA;;;8  3/4 ;;9  1/4 ;;9  3/4 ;;10  1/4 ;;11      ;;11  3/4 ;;;;;;;;;;;;;;;
E;SISA RECTA DELANTERO ;;P;CRITICA;;;7 13/16;;8  5/16;;8 13/16;;9  5/16;;10  1/16;;10  3/4 ;;;;;;;;;;;;;;;
F;ABERTURA DE CUELLO DELANTERO;;P;CRITICA;;;5 15/16;;6  3/16;;6  7/16;;6 11/16;;6 15/16;;7  3/16;;;;;;;;;;;;;;;
G;CAIDA DE CUELLO DELANTERO;;P;CRITICA;;;2  3/4 ;;2  7/8 ;;3      ;;3  1/8 ;;3  1/4 ;;3  3/8 ;;;;;;;;;;;;;;;
H;LARGO DE CUERPO ESPALDA;;P;CRITICA;  5/16;  1/4 ;26 11/16;;27  3/16;;27 11/16;;28  3/16;;28 11/16;;29  3/16;;;;;;;;;;;;;;;
I;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;;;8  3/4 ;;9  1/4 ;;9  3/4 ;;10  1/4 ;;11      ;;11  3/4 ;;;;;;;;;;;;;;;
J;SISA RECTA ESPALDA;;P;CRITICA;;;7 13/16;;8  5/16;;8 13/16;;9  5/16;;10      ;;10  3/4 ;;;;;;;;;;;;;;;
K;ABERTURA DE CUELLO ESPALDA;;P;CRITICA;;;5 15/16;;6  3/16;;6  7/16;;6 11/16;;6 13/16;;7  1/8 ;;;;;;;;;;;;;;;
L;CAIDA DE CUELLO ESPALDA;;P;CRITICA;;; 11/16;; 13/16;; 15/16;;1  1/16;;1  3/16;;1  5/16;;;;;;;;;;;;;;;
M;LARGO COLLARETA SISA;;C;CRITICA;;;24  1/4 ;;25  1/8 ;;26      ;;26  7/8 ;;28  1/4 ;;29  5/8 ;;;;;;;;;;;;;;;
N;ALTO DE COLLARETA SISA ;;C;CRITICA;;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;;;;;;;;;;;;;;
O;LARGO COLLARETA CUELLO;;C;CRITICA;;;20  9/16;;21  3/8 ;;22  3/16;;22 15/16;;23  3/4 ;;24  9/16;;;;;;;;;;;;;;;
P;ALTO COLLARETA CUELLO;;C;CRITICA;;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;;;;;;;;;;;;;;
Q;ANCHO DE FALDON ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;27 15/16;;28 15/16;;29 15/16;;30 15/16;;32  7/16;;33 15/16;;;;;;;;;;;;;;;
1;ALTO DE MEDIO PECHO DELANTERO;;P;CRITICA;;;5  1/2 ;;5  1/2 ;;5  1/2 ;;5  1/2 ;;5  1/2 ;;5  1/2 ;;;;;;;;;;;;;;;
2;ANCHO DE MEDIO PECHO DELANTERO;;P;CRITICA;;;9 15/16;;10  7/16;;10 15/16;;11  7/16;;12  3/16;;12 15/16;;;;;;;;;;;;;;;
3;ALTO DE MEDID PECHO ESPALDA;;P;CRITICA;;;5  1/2 ;;5  1/2 ;;5  1/2 ;;5  1/2 ;;5  1/2 ;;5  1/2 ;;;;;;;;;;;;;;;
4;ANCHO DE MEDIO PECHO ESPALDA;;P;CRITICA;;;9 15/16;;10  7/16;;10 15/16;;11  7/16;;12  3/16;;12 15/16;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
