C;ANCHO  DE HOMBRO DELANTERO;;P;CRITICA;  3/8 ;  3/16;15  5/8 ;;16  1/8 ;;16  5/8 ;;17  1/8 ;;17  7/8 ;;;;;;;;;;;;;;;;;
D;ANCHO DE HOMBRO ESPALDA ;;P;CRITICA;  3/8 ;  3/16;15  1/2 ;;16      ;;16  1/2 ;;17      ;;17  3/4 ;;;;;;;;;;;;;;;;;
E;SISA RECTA DELANTERO;;P;CRITICA;  3/8 ;  3/16;7  1/16;;7  9/16;;8  1/16;;8  9/16;;9  1/4 ;;;;;;;;;;;;;;;;;
F;SISA RECTA ESPALDA;;P;CRITICA;  3/8 ;  3/16;7  7/16;;7 15/16;;8  7/16;;8 15/16;;9  5/8 ;;;;;;;;;;;;;;;;;
G;ANCHO PECHO DELANTERO Y ESPALDA EN SISA ;;P;CRITICA;  3/8 ;  3/16;19      ;;20      ;;21      ;;22      ;;23  1/2 ;;;;;;;;;;;;;;;;;
H;ANCHO DE FALDON  DELANTERO Y ESPALDA;;P;CRITICA;  3/8 ;  3/16;18  3/8 ;;19  3/8 ;;20  3/8 ;;21  3/8 ;;22  7/8 ;;;;;;;;;;;;;;;;;
I;CAIDA CUELLO DELANTERO;;P;CRITICA;;;4  1/8 ;;4  1/4 ;;4  3/8 ;;4  1/2 ;;4  5/8 ;;;;;;;;;;;;;;;;;
J;ABERTURA CUELLO DELANTERO;;P;CRITICA;;;7  1/4 ;;7  1/2 ;;7  3/4 ;;8      ;;8  1/4 ;;;;;;;;;;;;;;;;;
K;ABERTURA DE CUELLO ESPALDA;;P;CRITICA;;;6  7/8 ;;7  1/8 ;;7  3/8 ;;7  5/8 ;;7  7/8 ;;;;;;;;;;;;;;;;;
L;CAIDA DE ESCOTE ESP ;;P;CRITICA;  1/4 ;  3/16; 15/16;;1  1/16;;1  3/16;;1  5/16;;1  7/16;;;;;;;;;;;;;;;;;
LL;ANCHO DE MANGA  EN PUNTA ;;P;CRITICA;  3/8 ;  3/16;14      ;;14  3/4 ;;15  1/2 ;;16  5/16;;17  9/16;;;;;;;;;;;;;;;;;
M;LARGO SUPERIOR DE MANGA ;;P;CRITICA;;;7      ;;7  1/4 ;;7  1/2 ;;7  3/4 ;;8      ;;;;;;;;;;;;;;;;;
N;ABERTURA DE MANGA ;;P;CRITICA;  3/8 ;  3/16;12  1/8 ;;12 15/16;;13  3/4 ;;14  1/2 ;;15  3/4 ;;;;;;;;;;;;;;;;;
Ñ;LARGO DE  CUELLO ;;C;CRITICA;;;18  1/2 ;;19  3/16;;19  7/8 ;;20  9/16;;21  1/4 ;;;;;;;;;;;;;;;;;
O;ALTO DE  CUELLO ;;C;CRITICA;;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;;;;;;;;;;;;;;;;
P;LARGO DE TAPETE DE HOMBRO;;C;CRITICA;;;20      ;;20  5/8 ;;21  1/4 ;;21  7/8 ;;22  3/4 ;;;;;;;;;;;;;;;;;
Q;ALTO DE TAPETE DE HOMBRO;;C;CRITICA;;;7/8;;7/8;;7/8;;7/8;;7/8;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Observacion :;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Tener en cuenta que el costado lateral delantero es;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1/4 mas grande que la espalda.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
