FICHA DE ESPECIFICACIONES TECNICAS   ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HOJA DE MEDIDAS DE MOLDE  -  PRENDA LAVADA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13/10/2021;;;;;
FECHA DE GENERACION:;;6/10/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PILOTO PROGRAMA # 171;;;;;
FECHA DE ACTUALIZACION:;;;;;;;;;;;;;;;;;;;;;;;;;MOLDE ;;;;;;;;;;;;10508
CLIENTE:;;LANDS END;;;;;;;;;ESTILO PROPIO 1:;;;;;;01341-P2;;;;;;;;ENCOGIMIENTO;;;;MOLDE;;;5.0%;;;;507682;
ESTILO CLIENTE:;;535637;;;;;;;;;ESTILO PROPIO 2:;;;;;;;;;;;;;;HILO;;;;2.0%;;;6.0%;;;;;
SILUETA:;;;;;;;;;;;TEMPORADA:;;;;;;SS'23;;;;;;;;TRAVEZ;;;;2.0%;;;6.0%;;;;;
DIVISION:;;WOMENS;;;;;;;;;TALLAS:;;;;;;XS-S-M-L-XL-XXL;;;;;;;;LARG.DE MANGA;;;;2.0%;;;;;;;;
TIPO MUESTRA:;;PRODUCCION PROGRAMA #;;;;;;;;;MEDIDA :;;;;;;PULGADA;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;MARGEN DE RECORTES;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;UNION DE HOMBROS;;;;  1/8 ;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;PEGADO DE MANGA;;;;  3/16;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;CERRADO DE COSTADOS;;;;  3/16;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;BASTA DE FALDON ;;;;  1/4 ;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COD.;DESCRIPCIÓN;;P/C;CRITICA;MARGEN (1);MARGEN (2);1X;;2X;;3X;;4X;;5X;;;;;;;;;;;;;;;;;;;;;;
A;LARGO DE CUERPO DELANTERO;;P;CRITICA;;;29  3/8 ;;29  7/8 ;;30  1/2 ;;30  7/8 ;;31  1/8 ;;;;;;;;;;;;;;;;;;;;;;
B;ANCHO DE PECHO DELANTERO EN SISA;;P;CRITICA;;;26  5/16;;28  5/16;;30  5/16;;32  5/16;;34  5/16;;;;;;;;;;;;;;;;;;;;;;
C;ANCHO DE FALDON DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;27  1/8 ;;29  1/8 ;;31  1/8 ;;33  1/8 ;;35  1/8 ;;;;;;;;;;;;;;;;;;;;;;
D;ANCHO DE HOMBRO DELANTERO;;P;CRITICA;;;16 15/16;;17  7/16;;17 15/16;;18  7/16;;18 15/16;;;;;;;;;;;;;;;;;;;;;;
E;SISA RECTA DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;8  1/2 ;;9  1/4 ;;9 15/16;;10  5/8 ;;11  3/8 ;;;;;;;;;;;;;;;;;;;;;;
F;ABERTURA DE CUELLO DELANTERO;;P;CRITICA;  5/16;  3/8 ;6  5/16;;6  9/16;;6 13/16;;7  1/16;;7  5/16;;;;;;;;;;;;;;;;;;;;;;
G;CAIDA DE CUELLO DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;8  3/4 ;;8  7/8 ;;9  1/8 ;;9  1/4 ;;9  1/2 ;;;;;;;;;;;;;;;;;;;;;;
H;ANCHO DE TAJO DE PECHERA EN DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;  7/8 ;;  7/8 ;;  7/8 ;;  7/8 ;;  7/8 ;;;;;;;;;;;;;;;;;;;;;;
I;ABERTURA LATERAL DELANTERO;;P;CRITICA;;;3  3/4 ;;3  3/4 ;;3  3/4 ;;3  3/4 ;;3  3/4 ;;;;;;;;;;;;;;;;;;;;;;
J;LARGO DE CUERPO ESPALDA;;P;CRITICA;  5/16;  1/4 ;32  1/4 ;;32  7/8 ;;33  1/2 ;;33  3/4 ;;34      ;;;;;;;;;;;;;;;;;;;;;;
K;ANCHO DE PECHO ESPALDA EN SISA;;P;CRITICA;;;25      ;;27      ;;29      ;;31      ;;33      ;;;;;;;;;;;;;;;;;;;;;;
L;ANCHO DE FALDON ESPALDA;;P;CRITICA;;;28  3/8 ;;30  3/8 ;;32  3/8 ;;34  3/8 ;;36  3/8 ;;;;;;;;;;;;;;;;;;;;;;
LL;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;;;17 15/16;;18  7/16;;18 15/16;;19  7/16;;19 15/16;;;;;;;;;;;;;;;;;;;;;;
M;SISA RECTA ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;9  7/8 ;;10  1/2 ;;11      ;;11 11/16;;12  3/8 ;;;;;;;;;;;;;;;;;;;;;;
N;ABERTURA DE CUELLO ESPALDA;;P;CRITICA;;;7  3/16;;7  7/16;;7 11/16;;7 15/16;;8  3/16;;;;;;;;;;;;;;;;;;;;;;
Ñ;CAIDA DE CUELLO ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;2  5/8 ;;2  3/4 ;;2  3/4 ;;2  7/8 ;;2  7/8 ;;;;;;;;;;;;;;;;;;;;;;
O;ABERTURA LATERAL ESPALDA;;P;CRITICA;  5/16;  3/8 ;5  1/4 ;;5  1/4 ;;5  1/4 ;;5  1/4 ;;5  1/4 ;;;;;;;;;;;;;;;;;;;;;;
P;LARGO SUPERIOR DE MANGA;;P;CRITICA;  5/16;  1/4 ;13  1/8 ;;13  1/4 ;;13  3/8 ;;13  1/2 ;;13  5/8 ;;;;;;;;;;;;;;;;;;;;;;
Q;BICEP ANCHO SUPERIOR DE MANGA;;P;CRITICA;  3/8 ;  1/4 ;18  1/2 ;;19  7/8 ;;21  7/16;;23      ;;24  1/4 ;;;;;;;;;;;;;;;;;;;;;;
