A;ABERTURA DE ESCOTE ESPALDA;;P;CRITICA;;;8  1/4 ;;8  3/8 ;;8  5/8 ;;8  7/8 ;;9  3/16;;9  5/16;;9  1/2 ;;;;;;;;;;;;;;;;;
B;CAIDA DE ESCOTE ESPALDA;;P;CRITICA;;;2  1/8 ;;2  1/8 ;;2  1/8 ;;2  1/4 ;;2  3/8 ;;2  1/2 ;;2  1/2 ;;;;;;;;;;;;;;;;;
C;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;14  1/16;;14  9/16;;15  1/16;;15  9/16;;16  1/16;;16  7/16;;16 13/16;;;;;;;;;;;;;;;;;
D;SISA RECTA ESPALDA;;P;CRITICA;  5/16;  3/8 ;7 15/16;;8  1/4 ;;8  1/2 ;;8 13/16;;9  3/16;;9  1/2 ;;9  3/4 ;;;;;;;;;;;;;;;;;
E;ANCHO DE PECHO ESPALDA -DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;15 15/16;;16 15/16;;17 15/16;;18 15/16;;20 13/16;;21 13/16;;23  1/16;;;;;;;;;;;;;;;;;
F;ANCHO DE FALDON ESPALDA -DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;16  1/16;;17  1/16;;18  1/16;;19  1/16;;21  3/16;;22  5/16;;23  9/16;;;;;;;;;;;;;;;;;
G;LARGO DE CUERPO ESPALDA;;P;CRITICA;  5/16;  1/4 ;25      ;;25  1/4 ;;25  1/2 ;;26      ;;26  1/2 ;;27      ;;27  1/2 ;;;;;;;;;;;;;;;;;
H;ABERTURA DE ESCOTE DELANTERO;;P;CRITICA;;;7  7/16;;7  9/16;;7 13/16;;8      ;;8  3/8 ;;8  1/2 ;;8  3/4 ;;;;;;;;;;;;;;;;;
I;CAIDA DE ESCOTE DELANTERO;;P;CRITICA;;;7 15/16;;8  1/16;;8  5/16;;8  1/2 ;;8  3/4 ;;8  7/8 ;;9  1/8 ;;;;;;;;;;;;;;;;;
J;ANCHO DE HOMBRO DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;13  5/16;;13 13/16;;14  5/16;;14 13/16;;15  5/16;;15 11/16;;16  1/16;;;;;;;;;;;;;;;;;
K;SISA RECTA DELANTERO;;P;CRITICA;  5/16;  3/8 ;7      ;;7  5/16;;7  5/8 ;;7 15/16;;8  3/8 ;;8 11/16;;9      ;;;;;;;;;;;;;;;;;
L;LARGO DE CUERPO DELANTERO;;P;CRITICA;  5/16;  1/4 ;24  1/16;;24  5/16;;24  9/16;;25  1/16;;25  9/16;;26  1/16;;26  9/16;;;;;;;;;;;;;;;;;
M;LARGO DE MANGA;;P;CRITICA;  3/8 ;  1/4 ;7 13/16;;7 15/16;;8  3/16;;8  7/16;;8 11/16;;8 15/16;;9  5/16;;;;;;;;;;;;;;;;;
N;ANCHO DE BICEPS;;P;CRITICA;  3/8 ;  3/8 ;14      ;;14  1/2 ;;15      ;;15 13/16;;17  1/8 ;;17 13/16;;18  3/4 ;;;;;;;;;;;;;;;;;
S;ANCHO DE BOCA DE MANGA;;P;CRITICA;  3/8 ;  3/8 ;12  1/2 ;;13      ;;13  1/2 ;;14  1/4 ;;15  1/2 ;;16  1/8 ;;17      ;;;;;;;;;;;;;;;;;
T;LARGO DE CUELLO;;C;CRITICA;;;25  9/16;;26  1/16;;26 13/16;;27  9/16;;28  9/16;;29  1/8 ;;29 13/16;;;;;;;;;;;;;;;;;
U;ALTO DE CUELLO;;C;CRITICA;;;1  9/16;;1  9/16;;1  9/16;;1  9/16;;1  9/16;;1  9/16;;1  9/16;;;;;;;;;;;;;;;;;
V;LARGO DE TAPETE ESPALDA;;C;CRITICA;;;14  1/2 ;;14  5/8 ;;14  7/8 ;;15  1/4 ;;15  3/4 ;;16      ;;16  1/8 ;;;;;;;;;;;;;;;;;
W;ALTO DE TAPETE ESPALDA;;C;CRITICA;;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;;;;;;;
1;ALTO DE MEDIO PECHO DELANTERO;;P;CRITICA;;;4  7/8 ;;4  7/8 ;;4  7/8 ;;4  7/8 ;;4  7/8 ;;4  7/8 ;;4  7/8 ;;;;;;;;;;;;;;;;;
2;ANCHO DE MEDIO PECHO DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;12      ;;12  1/2 ;;13      ;;13  1/2 ;;14      ;;14  3/8 ;;14  3/4 ;;;;;;;;;;;;;;;;;
3;ALTO DE MEDIO PECHO ESPALDA;;P;CRITICA;;;5  7/8 ;;5  7/8 ;;5  7/8 ;;5  7/8 ;;5  7/8 ;;5  7/8 ;;5  7/8 ;;;;;;;;;;;;;;;;;
4;ANCHO DE MEDIO PECHO ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;12  3/8 ;;12  7/8 ;;13  3/8 ;;13  7/8 ;;14  3/8 ;;14  3/4 ;;15  1/8 ;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
