C;ANCHO DE FALDON DELANTERO ;;P;CRITICA;  3/8 ;  3/16;26  3/4 ;;27  5/8 ;;28  5/8 ;;30  1/16;;31  3/4 ;;33  1/2 ;;35  1/4 ;;37      ;;;;;;;;;;;
D;ANCHO DE HOMBRO DELANTERO;;P;CRITICA;  3/8 ;  3/16;14  7/16;;15      ;;15  7/16;;16  3/16;;17  1/16;;18      ;;18  3/4 ;;19  5/8 ;;;;;;;;;;;
E;SISA RECTA DELANTERO;;P;CRITICA;  3/8 ;  3/16;6  7/16;;6  3/4 ;;7      ;;7  9/16;;8  1/16;;8  5/8 ;;9  3/16;;9  3/4 ;;;;;;;;;;;
F;ABERTURA DE CUELLO DELANTERO;;P;CRITICA;  1/4 ;  3/16;7  5/8 ;;8      ;;8  1/8 ;;8  3/8 ;;8  5/8 ;;8  7/8 ;;9  1/8 ;;9  3/8 ;;;;;;;;;;;
G;CAIDA DE CUELLO DELANTERO;;P;CRITICA;  1/4 ;  3/16;4  3/4 ;;4  7/8 ;;5      ;;5  1/8 ;;5  1/4 ;;5  3/8 ;;5  1/2 ;;5  5/8 ;;;;;;;;;;;
H;UBICACIÓN DE 1/2 PECHO DELANTERO;;P;CRITICA;  3/8 ;  3/16;4  5/16;;4  1/2 ;;4  3/4 ;;5      ;;5  1/4 ;;5  1/2 ;;5  3/4 ;;6      ;;;;;;;;;;;
I;ANCHO DE 1/2 PECHO  ESPALDA ;;P;CRITICA;  3/8 ;  3/16;12  3/8 ;;12  7/8 ;;13  3/8 ;;14  1/8 ;;15      ;;15  7/8 ;;16  3/4;;17  5/8 ;;;;;;;;;;;
J;UBICACIÓN DE CINTURA;;P;CRITICA;  3/8 ;  3/16;11      ;;11  7/16;;12      ;;12  7/16;;13      ;;13  7/16;;14      ;;14  7/16;;;;;;;;;;;
K;ANCHO DE CINTURA;;P;CRITICA;  3/8 ;  3/16;18      ;;19      ;;20      ;;21  7/16;;23  1/8 ;;25  1/8 ;;27  1/4 ;;29  3/8 ;;;;;;;;;;;
L;LARGO DE CUERPO ESPALDA ;;P;CRITICA;  5/16;  1/4 ;28  5/8 ;;29  1/8 ;;29  5/8 ;;30  1/8 ;;30  5/8 ;;31  1/8 ;;31  5/8 ;;32  1/8 ;;;;;;;;;;;
LL;ANCHO DE FALDON ESPALDA  ;;P;CRITICA;  3/8 ;  3/16;27  1/4 ;;28  1/4 ;;29  3/16;;30  5/8 ;;32  1/4 ;;34      ;;35  7/8 ;;37  1/2 ;;;;;;;;;;;
M;ANCHO DE HOMBRO ESPALDA ;;P;CRITICA;  3/8 ;  3/16;14  7/16;;15      ;;15  1/2 ;;16  1/4 ;;17  1/8 ;;18      ;;18  7/8 ;;19  3/4 ;;;;;;;;;;;
N;SISA RECTA ESPALDA ;;P;CRITICA;  3/8 ;  3/16;7  5/8 ;;7  7/8 ;;8  1/8 ;;8  9/16;;9  1/8 ;;9  5/8 ;;10  1/8 ;;10  3/4 ;;;;;;;;;;;
Ñ;ABERTURA DE CUELLO ESPALDA ;;P;CRITICA;  3/8 ;  3/16;7 5/8;;7  7/8 ;;8  1/8 ;;8  3/8 ;;8  5/8 ;;8  7/8 ;;9  1/8 ;;9  3/8 ;;;;;;;;;;;
O;CAIDA DE CUELLO ESPALDA ;;P;CRITICA;  3/8 ;  1/4 ;  7/8 ;;  7/8 ;;  7/8 ;;  7/8 ;;1      ;;1  1/8 ;;1  1/4 ;;1  3/8 ;;;;;;;;;;;
P;UBICACIÓN DE 1/2 PECHO ESPALDA ;;P;CRITICA;;;6      ;;6  1/8 ;;6  3/8 ;;6  5/8 ;;6  7/8 ;;7  1/8 ;;7  3/8 ;;7  5/8 ;;;;;;;;;;;
Q;ANCHO DE 1/2 PECHO DELANTERO ;;P;CRITICA;  3/8 ;  3/16;13  1/4 ;;13  3/4 ;;14  1/4 ;;15      ;;15  7/8 ;;16  3/4 ;;17  5/8 ;;18  1/2 ;;;;;;;;;;;
R;UBICACIÓN DE CINTURA ESPALDA ;;C;CRITICA;;;11  5/8 ;;12  1/8 ;;12  5/8 ;;13  1/8 ;;13  5/8 ;;14  3/16;;14  5/8 ;;15  3/16;;;;;;;;;;;
S;ANCHO DE CINTURA ESPALDA ;;C;CRITICA;  3/8 ;  3/16;18      ;;19      ;;20      ;;21  7/16;;23  1/8 ;;25  1/8 ;;27  1/4 ;;29  3/8 ;;;;;;;;;;;
T;ANCHO DE MANGA EN PUNTA;;C;CRITICA;  3/8 ;  3/16;12      ;;12  3/4 ;;13  1/2 ;;14  1/2 ;;15  3/4 ;;17  1/16;;18  7/16;;19  3/4 ;;;;;;;;;;;
U;LARGO DE MANGA ;;C;CRITICA;;;20  1/8 ;;20  1/4 ;;20  3/8 ;;20  5/8 ;;21      ;;21  1/4 ;;21  1/2 ;;21  7/8 ;;;;;;;;;;;
V;ABERTURA DE MANGA ;;P;CRITICA;  3/8 ;  3/16;9  3/8 ;;9  7/8 ;;10  3/8 ;;11      ;;11  3/4 ;;12  5/8 ;;13  7/16;;14  5/16;;;;;;;;;;;
W;ANCHO DE TAPETE;;P;CRITICA;  3/8 ;  3/16;11  5/8 ;;12  1/16;;12  7/16;;12  7/8 ;;13  3/16;;13  9/16;;14      ;;14  3/8 ;;;;;;;;;;;
X;ALTO DE TAPETE ;;P;CRITICA;;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;
Y;ANCHO DE  CUELLO TIPO COLLARETA;;P;CRITICA;  3/8 ;  3/16;25  3/4 ;;26  7/16;;27  1/16;;27  7/8 ;;28  5/8 ;;29  3/8 ;;30  1/16;;30  3/4 ;;;;;;;;;;;
Z;ALTO DE  CUELLO TIPO COLLARETA ;;P;CRITICA;;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;;;;;;;;;;
1;ANCHO REFUERZO DE HOMBRO;;P;CRITICA;  3/16;  3/8 ;7/8;;7/8;;7/8;;7/8;;7/8;;7/8;;7/8;;7/8;;;;;;;;;;;
2;ALTO DE REFUERZO DE HOMBRO;;P;CRITICA;;;10 7/8;;11    ;;11 1/4;;11 4/9;;11 4/7;;11  3/4 ;;12      ;;12  1/8 ;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
