FICHA DE ESPECIFICACIONES TECNICAS   ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HOJA DE MEDIDAS DE MOLDE  -  PRENDA LAVADA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FECHA DE GENERACION:;;11/09/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FECHA DE ACTUALIZACION:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CLIENTE:;;STITCH FIX;;;;;;;;;ESTILO PROPIO 1:;;;;;;9879;;;;;;;;ENCOGIMIENTO;;;;MOLDE;;;
ESTILO CLIENTE:;;MGK10662;;;;;;;;;ESTILO PROPIO 2:;;;;;;;;;;;;;;HILO;;;;1.0%;;;
SILUETA:;;;;;;;;;;;TEMPORADA:;;;;;;;;;;;;;;TRAVEZ;;;;3.5%;;2.5%;
DIVISION:;;;;;;;;;;;TALLAS:;;;;;;XS-S-M-L-XL-2XL-3XL;;;;;;;;LARG.DE MANGA;;;;1.0%;;-1.0%;
TIPO MUESTRA:;;PRODUICON PROGRAMA 50;;;;;;;;;MEDIDA :;;;;;;PULGADA;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;MARGEN DE RECORTES;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;UNION DE CAPUCHA;;;;  5/16;;;
;;;;;;;;;;;;;;;;;;;;;;;;;PEGADO DE MANGA;;;;  5/16;;;
;;;;;;;;;;;;;;;;;;;;;;;;;CERRADO DE COSTADOS;;;;  5/16;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COD.;DESCRIPCIÓN;;P/C;CRITICA;MARGEN (1);MARGEN (2);XS;;S;;M;;L;;XL;;2XL;;3XL;;;;;;;;;;;;;
A;LARGO DE DELANTERO;;P;CRITICA;  1/4 ;;24  3/4 ;;25  3/4 ;;26  1/2 ;;27  1/2 ;;28  1/4 ;;29  1/4 ;;30      ;;;;;;;;;;;;;
B;ANCHO DE PECHO EN SISA DELANTERO;;P;CRITICA;  5/16;  5/16;20  7/8 ;;21  7/8 ;;22  7/8 ;;24  3/8 ;;25  7/8 ;;29  3/8 ;;31  7/8 ;;;;;;;;;;;;;
C;ANCHO DE FALDON DELANTERO;;P;CRITICA;  5/16;  5/16;20  1/2 ;;21  3/4 ;;22  3/4 ;;24  1/4 ;;25  3/4 ;;29  1/4 ;;31  3/4 ;;;;;;;;;;;;;
D;SISA RANGLA DELANTERO;;P;CRITICA;;;10  3/4 ;;11  3/8 ;;11  7/8 ;;12  5/8 ;;13  3/8 ;;15  1/8 ;;16  3/8 ;;;;;;;;;;;;;
E;ABERTURA DE ESCOTE DELANTERO;;P;CRITICA;;;5  1/8 ;;5  3/8 ;;5  3/8 ;;5  5/8 ;;5  3/4 ;;6  3/16;;6  7/16;;;;;;;;;;;;;
F;CAIDA DE ESCOTE DELANTERO;;P;CRITICA;;;1  9/16;;1 11/16;;1  9/16;;1  3/4 ;;1  5/8 ;;1  7/8 ;;1  7/8 ;;;;;;;;;;;;;
G;LARGO DE ESPALDA;;P;CRITICA;  1/4 ;;26  5/8 ;;27  5/8 ;;28  1/2 ;;29  1/2 ;;30  3/8 ;;31  3/8 ;;32  1/4 ;;;;;;;;;;;;;
H;ANCHO DE PECHO EN ESPALDA;;P;CRITICA;  5/16;  5/16;20  1/16;;21  1/16;;22  1/16;;23  9/16;;25  1/16;;28  9/16;;31  1/16;;;;;;;;;;;;;
I;ANCHO FALDON ESPALDA;;P;CRITICA;  5/16;  5/16;19  3/4 ;;21      ;;22      ;;23  1/2 ;;25      ;;28  1/2 ;;31      ;;;;;;;;;;;;;
J;SISA RANGLA ESPALDA;;P;CRITICA;;;12  7/16;;13  1/8 ;;13  3/4 ;;14  9/16;;15  3/8 ;;17  3/16;;18  1/2 ;;;;;;;;;;;;;
K;ABERTURA DE ESCOTE ESPALDA;;P;CRITICA;;;3  3/8 ;;3  5/8 ;;3  7/16;;3 11/16;;3  1/2 ;;4      ;;4  1/16;;;;;;;;;;;;;
L;LARGO DE MANGA;;P;CRITICA;  1/4 ;;30  3/4 ;;32      ;;33  1/4 ;;34  1/16;;35  1/16;;35  3/8 ;;35  3/8 ;;;;;;;;;;;;;
M;ANCHO DE BICEP MANGA;;P;CRITICA;  5/16;  5/16;15  1/4 ;;16  1/4 ;;17  1/4 ;;18  5/16;;19  1/4 ;;21  3/8 ;;22  7/8 ;;;;;;;;;;;;;
N;SISA RANGLA EN MANGA ESPALDA;;P;CRITICA;;;12  1/4 ;;12  7/8 ;;13  1/2 ;;14  5/16;;15  1/8 ;;17      ;;18  3/16;;;;;;;;;;;;;
O;SISA RANGLA EN MANGA DELANTERO;;P;CRITICA;  5/16;  5/16;10  3/8 ;;11      ;;11  9/16;;12  5/16;;13      ;;14 13/16;;15 15/16;;;;;;;;;;;;;
P;ABERTURA SUPERIOR DE MANGA;;P;CRITICA;;;4  3/4 ;;4  3/4 ;;5  1/8 ;;5  1/8 ;;5  1/2 ;;5  1/2 ;;6      ;;;;;;;;;;;;;
Q;ABERTURA DE BOCA DE MANGA;;P;CRITICA;  5/16;  5/16;8      ;;8  1/2 ;;9      ;;9  1/2 ;;10      ;;10  3/4 ;;11  1/2 ;;;;;;;;;;;;;
R;ABERTURA DE CAPUCHA;;P;CRITICA;;;14  3/8 ;;14  3/4 ;;15  1/8 ;;15  1/2 ;;15  7/8 ;;16  3/8 ;;16  7/8 ;;;;;;;;;;;;;
S;ANCHO DE CAPUCHA EN ESCOTE;;P;CRITICA;;;10      ;;10  1/4 ;;10  5/8 ;;11      ;;11  1/4 ;;11  7/8 ;;12  1/2 ;;;;;;;;;;;;;
T;ANCHO DE CAPUCHA ;;P;CRITICA;;;9 15/16;;10  3/16;;10  7/16;;10  5/8 ;;10 15/16;;11  7/16;;11 15/16;;;;;;;;;;;;;
U;ALTO DE CAPUCHA;;P;CRITICA;;;6  5/8 ;;6  5/8 ;;6  5/8 ;;6  5/8 ;;6  5/8 ;;6  5/8 ;;6  5/8 ;;;;;;;;;;;;;
V;LARGO DE COLLARETA FALDON;;C;CRITICA;;;43  3/4 ;;46  1/4 ;;48  1/4 ;;51  1/4 ;;54  1/4 ;;61  1/4 ;;66  1/4 ;;;;;;;;;;;;;
W;ALTO DE COLLARETA FALDON;;C;CRITICA;;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;;;;;;;;;;;;
X;LARGO COLLARETA DE CAPUCHA;;C;CRITICA;;;32  3/16;;32 15/16;;33 11/16;;34  7/16;;35  3/16;;36  3/16;;37  3/16;;;;;;;;;;;;;
Y;ALTO DE COLLARETA CAPUCHA;;C;CRITICA;;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;;;;;;;;;;;;
Z;LARGO DE COLLARETA MANGA;;C;CRITICA;;;12      ;;12  1/2 ;;13      ;;13  1/2 ;;14      ;;14  3/4 ;;15  1/2 ;;;;;;;;;;;;;
Z1;ALTO COLLARETA MANGA;;C;CRITICA;;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
