COD.;DESCRIPCIÓN;;P/C;CRITICA;MARGEN (1);MARGEN (2);XS;;S;;M;;L;;XL;;2XL;;3XL;;;;;;;;;;;;;;;;;;;;;;;
A;LARGO DE DELANTERO;;P;CRITICA;  5/16;  1/4 ;28  3/16;;29  3/16;;30  3/16;;31  3/16;;32  3/16;;33  3/16;;34  3/16;;;;;;;;;;;;;;;;;;;;;;;
B;ANCHO DE PECHO Y ESPALDA EN SISA;;P;CRITICA;  3/8 ;  3/8 ;20  3/8 ;;21  3/8 ;;22  3/8 ;;23  7/8 ;;25  3/8 ;;28  7/8 ;;31  3/8 ;;;;;;;;;;;;;;;;;;;;;;;
C;ANCHO DE FALDON DELANTERO Y ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;19  3/8 ;;20  5/8 ;;21  5/8 ;;23  1/8 ;;24  5/8 ;;28  1/16;;30  9/16;;;;;;;;;;;;;;;;;;;;;;;
D;ANCHO DE HOMBRO DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;16 15/16;;17 11/16;;18  7/16;;19  7/16;;20  7/16;;22  3/16;;23 11/16;;;;;;;;;;;;;;;;;;;;;;;
E;SISA RECTA DELANTERO;;P;CRITICA;;;7  3/8 ;;7  7/8 ;;8  7/16;;8  7/8 ;;9  1/4 ;;10  3/8 ;;11  1/8 ;;;;;;;;;;;;;;;;;;;;;;;
F;ABERTURA DE CUELLO DELANTERO;;P;CRITICA;;;5  1/4 ;;5  3/8 ;;5  1/2 ;;5  3/4 ;;6      ;;6  1/2 ;;7      ;;;;;;;;;;;;;;;;;;;;;;;
G;CAIDA DE CUELLO DELANTERO;;P;CRITICA;;;2  9/16;;2 11/16;;2 13/16;;2 15/16;;3  1/16;;3  5/16;;3  9/16;;;;;;;;;;;;;;;;;;;;;;;
H;LARGO DE CUERPO ESPALDA;;P;CRITICA;  5/16; 1/4;29  3/4 ;;30  3/4 ;;31  3/4 ;;32  3/4 ;;33  3/4 ;;34  3/4 ;;35  3/4 ;;;;;;;;;;;;;;;;;;;;;;;
I;SISA RECTA ESPALDA;;P;CRITICA;;;8  3/4 ;;9  1/4 ;;9 13/16;;10  3/16;;10  5/8 ;;11  5/8 ;;12  3/8 ;;;;;;;;;;;;;;;;;;;;;;;
J;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;17 15/16;;18 11/16;;19  7/16;;20  7/16;;21  7/16;;23  3/16;;24 11/16;;;;;;;;;;;;;;;;;;;;;;;
K;ABERTURA DE CUELLO ESPALDA;;P;CRITICA;;;6  1/4 ;;6  3/8 ;;6  1/2 ;;6 13/16;;7  1/16;;7  9/16;;8  1/16;;;;;;;;;;;;;;;;;;;;;;;
L;CAIDA DE CUELLO ESPALDA;;P;CRITICA;;;1  1/4 ;;1  1/4 ;;1  3/8 ;;1  3/8 ;;1  1/2 ;;1  1/2 ;;1  5/8 ;;;;;;;;;;;;;;;;;;;;;;;
M;BICEP ANCHO DE MANGA;;P;CRITICA; 3/8; 3/8;15 11/16;;16  1/2 ;;17  1/2 ;;18  1/2 ;;19  1/2 ;;21  1/2 ;;23      ;;;;;;;;;;;;;;;;;;;;;;;
N;ANCHO DE BOCA DE MANGA;;P;CRITICA; 3/8; 3/8;13  3/8 ;;14  1/2 ;;15  9/16;;16  5/8 ;;17 11/16;;19      ;;20  1/2 ;;;;;;;;;;;;;;;;;;;;;;;
LL;LARGO DE MANGA;;P;CRITICA;  3/8 ;  1/4 ;9  3/16;;9  7/8 ;;10  7/16;;10 15/16;;11  7/16;;11 13/16;;12  5/16;;;;;;;;;;;;;;;;;;;;;;;
Ñ;ANCHO DE PARCHE ESPALDA;;C;CRITICA;;;6  7/16;;6 11/16;;6 15/16;;7  3/16;;7  7/16;;7 15/16;;8  7/16;;;;;;;;;;;;;;;;;;;;;;;
O;ALTO DE PARCHE ESPALDA;;C;CRITICA;;;3  7/8 ;;4      ;;4  1/8 ;;4  1/4 ;;4  3/8 ;;4  5/8 ;;4  7/8 ;;;;;;;;;;;;;;;;;;;;;;;
P;ANCHO DE CUELLO INTERIOR-BORDE SUPERIOR;;C;CRITICA;;;17  1/8 ;;17  5/8 ;;18  1/8 ;;18  7/8 ;;19  5/8 ;;20  7/8 ;;22  1/8 ;;;;;;;;;;;;;;;;;;;;;;;
Q;ANCHO DE CUELLO INTERIOR-BORDE INFERIOR;;C;CRITICA;;;15  3/4 ;;16  1/4 ;;16  3/4 ;;17  1/2 ;;18  1/4 ;;19  1/2 ;;20  3/4 ;;;;;;;;;;;;;;;;;;;;;;;
R;ALTO DE CUELLO INTERIOR;;C;CRITICA;;;2 11/16;;2 11/16;;2 11/16;;2 11/16;;2 11/16;;2 15/16;;2 15/16;;;;;;;;;;;;;;;;;;;;;;;
S;ANCHO DE CUELLO EXTERIOR-BORDE SUPERIOR;;C;CRITICA;;;16 15/16;;17  7/16;;17 15/16;;18  3/4 ;;19  7/16;;20  3/4 ;;21 15/16;;;;;;;;;;;;;;;;;;;;;;;
T;ANCHO DE CUELLO EXTERIOR-BORDE INFERIOR;;C;CRITICA;;;15  5/8 ;;16  1/8 ;;16  5/8 ;;17  3/8 ;;18  1/8 ;;19  3/8 ;;20  5/8 ;;;;;;;;;;;;;;;;;;;;;;;
U;ALTO DE CUELLO EXTERIOR;;C;CRITICA;;;2 11/16;;2 11/16;;2 11/16;;2 11/16;;2 11/16;;2 15/16;;2 15/16;;;;;;;;;;;;;;;;;;;;;;;
V;ANCHO DE BANDA INTERIOR;;C;CRITICA;;;18  1/8 ;;18  5/8 ;;19  1/8 ;;19  7/8 ;;20  5/8 ;;21  7/8 ;;23  1/8 ;;;;;;;;;;;;;;;;;;;;;;;
W;ALTO DE BANDA INTERIOR;;C;CRITICA;;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  7/8 ;;1  7/8 ;;;;;;;;;;;;;;;;;;;;;;;
X;ANCHO DE BANDA EXTERIOR;;C;CRITICA;;;17  7/8 ;;18  3/8 ;;18  7/8 ;;19  5/8 ;;20  3/8 ;;21  5/8 ;;22  7/8 ;;;;;;;;;;;;;;;;;;;;;;;
Y;ALTO DE BANDA EXTERIOR;;C;CRITICA;;;1  1/2 ;;1  1/2 ;;1  1/2 ;;1  1/2 ;;1  1/2 ;;1  3/4 ;;1  3/4 ;;;;;;;;;;;;;;;;;;;;;;;
Z;ANCHO DE PECHERA -BORDE SUPERIOR;;C;CRITICA;;;2  3/4 ;;2  3/4 ;;2  3/4 ;;2  3/4 ;;2  3/4 ;;2  3/4 ;;2  3/4 ;;;;;;;;;;;;;;;;;;;;;;;
Z1;ALTO DE PECHERA;;C;CRITICA;;;11  1/2 ;;12      ;;12      ;;12  1/2 ;;12  1/2 ;;13      ;;13      ;;;;;;;;;;;;;;;;;;;;;;;
1;ALTO DE MEDIO PECHO DELANTERO;;P;CRITICA;;;6  1/16;;6  5/16;;6  9/16;;6 13/16;;7  1/16;;7  9/16;;7 15/16;;;;;;;;;;;;;;;;;;;;;;;
2;ANCHO DE MEDIO PECHO DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;14  3/4 ;;15  1/2 ;;16  1/4 ;;17  1/4 ;;18  1/4 ;;20      ;;21  1/2 ;;;;;;;;;;;;;;;;;;;;;;;
3;ALTO DE MEDIO PECHO ESPALDA;;P;CRITICA;;;7  5/8 ;;7  7/8 ;;8  1/8 ;;8  3/8 ;;8  5/8 ;;9  1/8 ;;9  1/2 ;;;;;;;;;;;;;;;;;;;;;;;
4;ANCHO DE MEDIO PECHO ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;15  1/4 ;;16      ;;16  3/4 ;;17  3/4 ;;18  3/4 ;;20  1/2 ;;22      ;;;;;;;;;;;;;;;;;;;;;;;
5;LARGO DE TAJO EN DELANTERO;;P;CRITICA;;;5      ;;5  1/4 ;;5  1/4 ;;5  1/2 ;;5  1/2 ;;5  3/4 ;;5  3/4 ;;;;;;;;;;;;;;;;;;;;;;;
6;ANCHO DE HOMBRO INDIVIDUAL;;P;CRITICA;;;6  1/4 ;;6  1/2 ;;6  3/4 ;;7  3/16;;7  9/16;;8  1/4 ;;8  3/4 ;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
