FICHA DE ESPECIFICACIONES TECNICAS   ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HOJA DE MEDIDAS DE MOLDE  -  PRENDA LAVADA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FECHA DE GENERACION:;;2/09/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FECHA DE ACTUALIZACION:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CLIENTE:;;STITCH FIX;;;;;;;;;ESTILO PROPIO 1:;;;;;;9879;;;;;;;;ENCOGIMIENTO;;;;MOLDE;;;
ESTILO CLIENTE:;;MGK10662;;;;;;;;;ESTILO PROPIO 2:;;;;;;;;;;;;;;HILO;;;;1.0%;;;
SILUETA:;;;;;;;;;;;TEMPORADA:;;;;;;;;;;;;;;TRAVEZ;;;;2.5%;;;
DIVISION:;;;;;;;;;;;TALLAS:;;;;;;XS-S-M-L-XL-2XL-3XL;;;;;;;;LARG.DE MANGA;;;;-1.0%;;;
TIPO MUESTRA:;;PILOTO PROGRAMA 50;;;;;;;;;MEDIDA :;;;;;;PULGADA;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;MARGEN DE RECORTES;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;UNION DE HOMBROS;;;;  1/8 ;;;
;;;;;;;;;;;;;;;;;;;;;;;;;PEGADO DE MANGA;;;;  3/16;;;
;;;;;;;;;;;;;;;;;;;;;;;;;CERRADO DE COSTADOS;;;;  3/16;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COD.;DESCRIPCIÓN;;P/C;CRITICA;MARGEN (1);MARGEN (2);XS;;S;;M;;L;;XL;;2XL;;3XL;;;;;;;;;;;;;
A;LARGO DE DELANTERO;;P;CRITICA;  1/4 ;;24  3/4 ;;25  3/4 ;;26  1/2 ;;27  1/2 ;;28  1/4 ;;29  1/4 ;;30      ;;;;;;;;;;;;;
B;ANCHO DE PECHO EN SISA DELANTERO;;P;CRITICA;  5/16;  5/16;20  5/8 ;;21  5/8 ;;22  5/8 ;;24  1/8 ;;25  5/8 ;;29  1/8 ;;31  5/8 ;;;;;;;;;;;;;
C;ANCHO DE FALDON DELANTERO;;P;CRITICA;  5/16;  5/16;20  1/4 ;;21  1/2 ;;22  1/2 ;;24      ;;25  1/2 ;;29      ;;31  1/2 ;;;;;;;;;;;;;
D;SISA RANGLA DELANTERO;;P;CRITICA;;;10  5/8 ;;11  1/4 ;;11  3/4 ;;12  1/2 ;;13  1/4 ;;15      ;;16  1/4 ;;;;;;;;;;;;;
E;ABERTURA DE ESCOTE DELANTERO;;P;CRITICA;;;5  1/8 ;;5  7/16;;5  7/16;;5  3/4 ;;5  3/4 ;;6  1/4 ;;6  1/2 ;;;;;;;;;;;;;
F;CAIDA DE ESCOTE DELANTERO;;P;CRITICA;;;1  5/8 ;;1  3/4 ;;1  5/8 ;;1  3/4 ;;1  5/8 ;;1  7/8 ;;1  7/8 ;;;;;;;;;;;;;
G;LARGO DE ESPALDA;;P;CRITICA;  1/4 ;;26  5/8 ;;27  5/8 ;;28  1/2 ;;29  1/2 ;;30  1/2 ;;31  1/2 ;;32  3/8 ;;;;;;;;;;;;;
H;ANCHO DE PECHO EN ESPALDA;;P;CRITICA;  5/16;  5/16;19  7/8 ;;20  7/8 ;;21  7/8 ;;23  3/8 ;;24  7/8 ;;28  3/8 ;;30  7/8 ;;;;;;;;;;;;;
I;ANCHO FALDON ESPALDA;;P;CRITICA;  5/16;  5/16;19  1/2 ;;20  3/4 ;;21  3/4 ;;23  1/4 ;;24  3/4 ;;28  1/4 ;;30  3/4 ;;;;;;;;;;;;;
J;SISA RANGLA ESPALDA;;P;CRITICA;;;12  3/8 ;;13      ;;13  5/8 ;;14  1/2 ;;15  1/4 ;;17      ;;18  3/8 ;;;;;;;;;;;;;
K;ABERTURA DE ESCOTE ESPALDA;;P;CRITICA;;;3  7/16;;3 11/16;;3  1/2 ;;3  3/4 ;;3  5/8 ;;4  1/16;;4  1/8 ;;;;;;;;;;;;;
L;LARGO DE MANGA;;P;CRITICA;  1/4 ;;30  1/8 ;;31  3/8 ;;32  5/8 ;;33  1/2 ;;34  1/2 ;;34  3/4 ;;34  3/4 ;;;;;;;;;;;;;
M;ANCHO DE BICEP MANGA;;P;CRITICA;  5/16;  5/16;15  3/16;;16  3/16;;17  3/16;;18  1/4 ;;19  3/16;;21  1/4 ;;22  3/4 ;;;;;;;;;;;;;
N;SISA RANGLA EN MANGA ESPALDA;;P;CRITICA;;;12  1/8 ;;12  3/4 ;;13  1/2 ;;14  1/4 ;;15  1/16;;16  7/8 ;;18  1/8 ;;;;;;;;;;;;;
O;SISA RANGLA EN MANGA DELANTERO;;P;CRITICA;  5/16;  5/16;10  3/8 ;;11      ;;11  1/2 ;;12  1/4 ;;13      ;;14  3/4 ;;15  7/8 ;;;;;;;;;;;;;
P;ABERTURA SUPERIOR DE MANGA;;P;CRITICA;;;4  7/8 ;;4  7/8 ;;5  1/4 ;;5  1/4 ;;5  5/8 ;;5  5/8 ;;6      ;;;;;;;;;;;;;
Q;ABERTURA DE BOCA DE MANGA;;P;CRITICA;  5/16;  5/16;8      ;;8  1/2 ;;9      ;;9  1/2 ;;10      ;;10  3/4 ;;11  1/2 ;;;;;;;;;;;;;
R;ABERTURA DE CAPUCHA;;P;CRITICA;;;14  3/8 ;;14  3/4 ;;15  1/8 ;;15  1/2 ;;15  7/8 ;;16  3/8 ;;16  7/8 ;;;;;;;;;;;;;
S;ANCHO DE CAPUCHA EN ESCOTE;;P;CRITICA;;;10      ;;10  1/4 ;;10  5/8 ;;11      ;;11  1/4 ;;11  7/8 ;;12  1/2 ;;;;;;;;;;;;;
T;ANCHO DE CAPUCHA ;;P;CRITICA;;;9 15/16;;10  3/16;;10  7/16;;10  5/8 ;;10 15/16;;11  7/16;;11 15/16;;;;;;;;;;;;;
U;ALTO DE CAPUCHA;;P;CRITICA;;;6  5/8 ;;6  5/8 ;;6  5/8 ;;6  5/8 ;;6  5/8 ;;6  5/8 ;;6  5/8 ;;;;;;;;;;;;;
V;LARGO DE COLLARETA FALDON;;C;CRITICA;;;42  3/4 ;;45  1/4 ;;47  1/4 ;;50  1/4 ;;53  1/4 ;;60  1/4 ;;65  1/4 ;;;;;;;;;;;;;
W;ALTO DE COLLARETA FALDON;;C;CRITICA;;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;;;;;;;;;;;;
X;LARGO COLLARETA DE CAPUCHA;;C;CRITICA;;;32  3/16;;33 15/16;;33 11/16;;34  7/16;;35  3/16;;36  3/16;;37  3/16;;;;;;;;;;;;;
Y;ALTO DE COLLARETA CAPUCHA;;C;CRITICA;;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;;;;;;;;;;;;
Z;LARGO DE COLLARETA MANGA;;C;CRITICA;;;12      ;;12  1/2 ;;13      ;;13  1/2 ;;14      ;;14  3/4 ;;15  1/2 ;;;;;;;;;;;;;
Z1;ALTO COLLARETA MANGA;;C;CRITICA;;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
