C;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;1.00;1.00;47.5;;48.9;;50.7;;52.5;;54.3;;56.1;;57.9;;59.7;;61.5;;63.3;;;;;;;
D;UBICACIÓN DE 1/2 PECHO ESPALDA ;;P;CRITICA;;;18.7;;19.5;;20.3;;21.0;;21.8;;22.6;;23.4;;24.2;;25.0;;25.8;;;;;;;
E;ANCHO DE 1/2 PECHO ESPALDA ;;P;CRITICA;1.00;1.00;42.4;;43.9;;45.9;;47.9;;49.8;;52.0;;54.1;;56.4;;58.7;;60.9;;;;;;;
F;SISA RECTA ESPALDA;;P;CRITICA;0.70;1.00;23.2;;23.9;;24.6;;25.3;;26.0;;26.8;;27.7;;28.6;;29.6;;30.6;;;;;;;
G;ANCHO DE PECHO ESPALDA Y DELANTERO;;P;CRITICA;1.00;1.00;51.6;;54.1;;57.6;;61.1;;64.6;;69.1;;73.6;;78.1;;82.6;;87.1;;;;;;;
H;ANCHO DE FALDON ESPALDA Y DELANTERO;;P;CRITICA;1.00;1.00;50.5;;53.0;;56.5;;60.0;;63.5;;68.0;;72.5;;77.0;;81.5;;86.0;;;;;;;
I;LARGO DE CUERPO ESPALDA;;P;CRITICA;0.70;0.70;75.4;;76.9;;78.4;;79.9;;81.4;;83.4;;85.4;;87.4;;89.4;;91.4;;;;;;;
J;ANCHO DE HOMBRO INDIVIDUAL;;P;CRITICA;;;16.1;;16.8;;17.3;;18.2;;18.7;;19.6;;20.1;;21.0;;21.4;;22.4;;;;;;;
K;ABERTURA DE ESCOTE DELANTERO;;P;CRITICA;;;14.4;;14.4;;15.4;;15.4;;16.4;;16.4;;17.4;;17.4;;18.4;;18.4;;;;;;;
L;CAIDA DE ESCOTE DELANTERO;;P;CRITICA;;;8.4;;8.4;;8.9;;8.9;;9.4;;9.4;;9.9;;9.9;;10.4;;10.4;;;;;;;
M;ANCHO DE HOMBRO DELANTERO;;P;CRITICA;1.00;1.00;45.0;;46.3;;48.1;;49.9;;51.7;;53.4;;55.2;;57.0;;58.8;;60.6;;;;;;;
N;UBICACIÓN DE 1/2 PECHO DELANTERO;;P;CRITICA;;;14.9;;15.7;;16.5;;17.3;;18.1;;18.9;;19.7;;20.5;;21.3;;22.1;;;;;;;
O;ANCHO DE 1/2 PECHO DELANTERO;;P;CRITICA;1.00;1.00;42.4;;43.9;;45.9;;47.9;;49.8;;52.0;;54.1;;56.4;;58.7;;60.9;;;;;;;
P;SISA RECTA DELANTERO;;P;CRITICA;0.70;1.00;19.7;;20.4;;21.1;;21.9;;22.7;;23.6;;24.6;;25.6;;26.7;;27.8;;;;;;;
Q;LARGO DE CUERPO DELANTERO;;P;CRITICA;0.70;0.70;71.6;;73.1;;74.6;;76.1;;77.6;;79.6;;81.6;;83.6;;85.7;;87.7;;;;;;;
5;LARGO DE TAJO;;P;CRITICA;;;14.2;;14.2;;14.2;;14.2;;14.2;;14.2;;14.2;;14.2;;14.2;;14.2;;;;;;;
R;LARGO DE MANGA;;P;CRITICA;1.00;0.70;20.3;;21.0;;21.7;;22.4;;23.1;;23.8;;24.5;;25.2;;25.9;;26.6;;;;;;;
S;ANCHO DE BICEPS;;P;CRITICA;1.00;1.00;46.7;;48.1;;49.9;;51.7;;53.5;;56.3;;59.1;;62.0;;64.8;;67.6;;;;;;;
T;ANCHO DE BOCA DE MANGA;;P;CRITICA;1.00;1.00;35.6;;36.8;;38.4;;40.0;;41.6;;43.6;;45.6;;47.6;;49.6;;51.6;;;;;;;
V;LARGO DE CUELLO ;;C;CRITICA;;;38.0;;38.0;;40.5;;40.5;;43.0;;43.0;;45.5;;45.5;;48.0;;48.0;;;;;;;
W;ALTO DE CUELLO  EN CENTRO;;C;CRITICA;;;9.0;;9.0;;9.0;;9.0;;9.0;;9.0;;9.0;;9.0;;9.0;;9.0;;;;;;;
X;ALTO DE CUELLO  EN PUNTA;;C;CRITICA;;;7.2;;7.2;;7.2;;7.2;;7.2;;7.2;;7.2;;7.2;;7.2;;7.2;;;;;;;
Y;LARGO DE PUÑO;;C;CRITICA;;;29.4;;30.6;;32.0;;33.4;;34.8;;36.6;;38.4;;40.2;;42.0;;43.8;;;;;;;
Z;ALTO DE PUÑO;;C;CRITICA;;;3.2;;3.2;;3.2;;3.2;;3.2;;3.2;;3.2;;3.2;;3.2;;3.2;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
