C;ANCHO DE PUNTA EN ESCOTE;;P;CRITICAL;;;  3/8 ;;  3/8 ;  3/8 ;  3/8 ;  3/8 ;  3/8 ;  3/8 ;  3/8 ;  3/8 ;  3/8 ;;;;;;;;;;;;;;;
D;SISA RECTA ESPALDA ;;P;CRITICAL;;;4  7/8 ;;5  1/8 ;;5  1/2 ;;5 13/16;;6  7/16;;6 13/16;;;;;;;;;;;;;;;
E;ANCHO DE PECHO ESPALDA   EN PUNTA SISA;;P;CRITICAL;  3/8 ;  3/8 ;16  1/16;;17  1/16;;18  1/16;;19  5/16;;21  1/16;;22  1/16;;;;;;;;;;;;;;;
F;UBICACIÓN DE CINTURA ESPALDA ;;P;CRITICAL;;;10  1/8 ;;10  1/8 ;;10  1/8 ;;10  1/8 ;;10  1/8 ;;10  1/8 ;;;;;;;;;;;;;;;
G;ANCHO DE CINTURA ESPALDA ;;P;CRITICAL;  3/8 ;  3/8 ;15      ;;16      ;;17      ;;18  1/4 ;;20      ;;21      ;;;;;;;;;;;;;;;
H;ANCHO DE FALDON ESPALDA ;;P;CRITICAL;  3/8 ;  3/8 ;17  5/8 ;;18  5/8 ;;19  5/8 ;;20 13/16;;22  9/16;;23  9/16;;;;;;;;;;;;;;;
I;LARGO DE CUERPO ESPALDA;;P;CRITICAL;;  1/4 ;18 15/16;;19  7/16;;19 15/16;;20  7/16;;20 15/16;;21  3/16;;;;;;;;;;;;;;;
J;LARGO DE CUERPO DELANTERO;;P;CRITICAL;;  1/4 ;20  1/2 ;;21      ;;21  1/2 ;;22      ;;22  1/2 ;;22  3/4 ;;;;;;;;;;;;;;;
K;ABERTURA DE CUELLO DELANTERO ;;P;CRITICAL;;;8 15/16;;9  1/4 ;;9 11/16;;10  3/16;;10 11/16;;10 15/16;;;;;;;;;;;;;;;
L;CAIDA DE CUELLO DELANTERO ;;P;CRITICAL;;;1  7/8 ;;1 15/16;;1 15/16;;2      ;;2      ;;2      ;;;;;;;;;;;;;;;
M;SISA RECTA DELANTERO ;;P;CRITICAL;;;4  5/8 ;;4  7/8 ;;5  1/8 ;;5  3/8 ;;5  7/8 ;;6  1/4 ;;;;;;;;;;;;;;;
N;ANCHO DE PECHO DELANTERO EN PUNTA SISA;;P;CRITICAL;  3/8 ;  3/8 ;15 11/16;;16 11/16;;17 11/16;;18 15/16;;20 11/16;;21 11/16;;;;;;;;;;;;;;;
O;UBICACIÓN DE CINTURA DELANTERO;;P;CRITICAL;;;11  1/2 ;;11  1/2 ;;11  1/2 ;;11  1/2 ;;11  1/2 ;;11  1/2 ;;;;;;;;;;;;;;;
P;ANCHO DE CINTURA DELANTERO;;P;CRITICAL;  3/8 ;  3/8 ;14  3/4 ;;15  3/4 ;;16  3/4 ;;18      ;;19  3/4 ;;20  3/4 ;;;;;;;;;;;;;;;
Q;ANCHO DE FALDON DELANTERO;;P;CRITICAL;  3/8 ;  3/8 ;17  5/8 ;;18  5/8 ;;19  5/8 ;;20 13/16;;22  9/16;;23  9/16;;;;;;;;;;;;;;;
R;LARGO DE COLLARETA DE SISA;;C;CRITICAL;;;26  1/4 ;;27  1/8 ;;28      ;;28  7/8 ;;30  3/8 ;;31  3/8 ;;;;;;;;;;;;;;;
S;ALTO DE COLLARETA DE SISA;;C;CRITICAL;;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;;;;;;;;;;;;;;
T;LARGO DE COLLARETA DE ESCOTE FRENTE;;C;CRITICAL;;;16  1/2 ;;16  7/8 ;;17  1/4 ;;17  3/4 ;;18  1/4 ;;18  1/2 ;;;;;;;;;;;;;;;
U;ALTO DE COLLARETA DE ESCOTE FRENTE ;;C;CRITICAL;;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;;;;;;;;;;;;;;
V;LARGO DE COLLARETA DE ESCOTE ESPALDA;;C;CRITICAL;;;14  9/16;;14 15/16;;15  5/16;;15 13/16;;16  5/16;;16  9/16;;;;;;;;;;;;;;;
W;ALTO DE COLLARETA DE ESCOTE ESPALDA;;C;CRITICAL;;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
