C;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;  1/4 ;  1/4 ;12  3/4 ;;13  1/4 ;;13  3/4 ;;14  1/4 ;;15      ;;;;;;;;;;;;;;;;;;;
D;HOMBRO INDIVIDUAL DELANTERO Y ESPALDA;;P;CRITICA;;;2  5/8 ;;2  3/4 ;;2  7/8 ;;3      ;;3  1/4 ;;;;;;;;;;;;;;;;;;;
E;SISA RECTA ESPALDA;;P;CRITICA;  5/16;  3/8 ;8  1/16;;8  9/16;;9  1/16;;9  9/16;;10  3/8 ;;;;;;;;;;;;;;;;;;;
F;ANCHO DE PECHO ESPALDA Y DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;17  9/16;;18  9/16;;19  9/16;;20  9/16;;22  1/16;;;;;;;;;;;;;;;;;;;
G;LARGO DE CUERPO ESPALDA HASTA LINEA IMAGINARIA;;P;CRITICA;  5/16;  1/4 ;26  5/16;;26 13/16;;27  5/16;;27 13/16;;28  5/16;;;;;;;;;;;;;;;;;;;
H;ANCHO DE FALDON  ESPALDA Y DELANTERO;;P;CRITICA;;;20      ;;21      ;;22      ;;23      ;;24  1/2 ;;;;;;;;;;;;;;;;;;;
I;ABERTURA DE ESCOTE DELANTERO;;P;CRITICA;;;7  3/8 ;;7  5/8 ;;7  7/8 ;;8  1/8 ;;8  3/8 ;;;;;;;;;;;;;;;;;;;
J;CAIDA DE ESCOTE DELANTERO;;P;CRITICA;;;7  5/8 ;;7  3/4 ;;7  7/8 ;;8      ;;8  1/8 ;;;;;;;;;;;;;;;;;;;
K;ANCHO DE HOMBRO DELANTERO;;P;CRITICA;  1/4 ;  1/4 ;12  3/8 ;;12  7/8 ;;13  3/8 ;;13  7/8 ;;14  5/8 ;;;;;;;;;;;;;;;;;;;
L;SISA RECTA DELANTERO;;P;CRITICA;  5/16;  3/8 ;7  1/2 ;;8      ;;8  1/2 ;;9      ;;9  3/4 ;;;;;;;;;;;;;;;;;;;
M;LARGO DE CUERPO  DELANTERO;;P;CRITICA;  5/16;  1/4 ;25  5/8 ;;26  1/8 ;;26  5/8 ;;27  1/8 ;;27  5/8 ;;;;;;;;;;;;;;;;;;;
N;LARGO DE CUELLO;;C;CRITICA;;;25 11/16;;26  3/8 ;;27  1/16;;27  3/4 ;;28  7/16;;;;;;;;;;;;;;;;;;;
O;ALTO DE CUELLO;;C;CRITICA;;;1  1/2 ;;1  1/2 ;;1  1/2 ;;1  1/2 ;;1  1/2 ;;;;;;;;;;;;;;;;;;;
P;LARGO DE TAPETE ;;C;CRITICA;;;13  3/16;;13  1/2 ;;13  7/8 ;;14  1/4 ;;14  5/8 ;;;;;;;;;;;;;;;;;;;
Q;ALTO DE TAPETE;;C;CRITICA;;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;;;;;;;;;
R;LARGO DE COLLARETA DE SISA(DISP);;C;CRITICA;;;23      ;;24  1/8 ;;25  1/4 ;;26  3/8 ;;28  1/16;;;;;;;;;;;;;;;;;;;
S;ALTO  DE COLLARETA DE SISA(DISP);;C;CRITICA;;; 11/16;; 11/16;; 11/16;; 11/16;; 11/16;;;;;;;;;;;;;;;;;;;
T;ANCHO DE BOLSILLO;;C;CRITICA;;;4  1/2 ;;4  1/2 ;;4  1/2 ;;4  1/2 ;;4  1/2 ;;;;;;;;;;;;;;;;;;;
U;ALTO DE BOLSILLO;;C;CRITICA;;;4  3/4 ;;4  3/4 ;;4  3/4 ;;4  3/4 ;;4  3/4 ;;;;;;;;;;;;;;;;;;;
1;ALTO  DE 1/2 PECHO DELANTERO;;P;CRITICA;;;5      ;;5      ;;5      ;;5      ;;5      ;;;;;;;;;;;;;;;;;;;
2;ANCHO DE 1/2 PECHO DELANTERO;;P;CRITICA;  1/4 ;  1/4 ;12  1/8 ;;12  5/8 ;;13  1/8 ;;13  5/8 ;;14  3/8 ;;;;;;;;;;;;;;;;;;;
3;ALTO  DE 1/2 PECHO  ESPALDA;;P;CRITICA;;;5  3/4 ;;5  3/4 ;;5  3/4 ;;5  3/4 ;;5  3/4 ;;;;;;;;;;;;;;;;;;;
4;ANCHO DE 1/2 PECHO  ESPALDA;;P;CRITICA;  1/4 ;  1/4 ;11  5/8 ;;12  1/8 ;;12  5/8 ;;13  1/8 ;;13  7/8 ;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
