FICHA DE ESPECIFICACIONES TECNICAS   ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HOJA DE MEDIDAS DE MOLDE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FECHA DE GENERACION:;;08/09/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FECHA DE ACTUALIZACION:  ;;;;;;;;;;;;;;;;;;;;;;;;;MOLDE CON/SIN TAJO;;;;;;;
CLIENTE:;;STITCH FIT;;;;;;;;;ESTILO PROPIO 1: ;;;;;;10664;;;;;;;;ENCOGIMIENTO;;;;MOLDE;;;
ESTILO CLIENTE:;;MGK10461;;;;;;;;;ESTILO PROPIO 2:;;;;;;---;;;;;;;;HILO;;;;1.0%;;;
SILUETA:;;STANDAR;;;;;;;;;TEMPORADA:;;;;;;;;;;;;;;TRAVEZ;;;;1.5%;;;
DIVISION:;;;;;;;;;;;TALLAS:;;;;;;XS-S-M-L-XL-2XL-3XL;;;;;;;;LARG.DE MANGA;;;;-1.0%;;;
TIPO MUESTRA:;;PRODUCCION PROGRAMA#57;;;;;;;;;MEDIDA :;;;;;;PULGADA;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;MARGEN DE RECORTES;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;UNION DE HOMBROS;;;;  1/8 ;;;
;;;;;;;;;;;;;;;;;;;;;;;;;PEGADO DE MANGA;;;;  3/16;;;
;;;;;;;;;;;;;;;;;;;;;;;;;CERRADO DE COSTADOS;;;;  3/16;;;
;;;;;;;;;;;;;;;;;;;;;;;;;BASTA DE FALDON ;;;;  1/4 ;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COD.;DESCRIPCIÓN;;P/C;CRITICA;MARGEN (1);MARGEN (2);XS;;S;;M;;L;;XL;;2XL;;3XL;;;;;;;;;;;;;
A;LARGO DE CUERPO DELANTERO ;;P;CRITICA;;;23  1/2 ;;24  1/2 ;;25  1/2 ;;26  1/2 ;;27  1/2 ;;28  1/2 ;;29  1/2 ;;;;;;;;;;;;;
B;ABERTURA DE CUELLO DELANTERO;;P;CRITICA;;;5  1/2 ;;5  3/4 ;;6      ;;6  5/16;;6  1/2 ;;7      ;;7  1/2 ;;;;;;;;;;;;;
