COD.;DESCRIPCIÓN;;P/C;CRITICA;MARGEN (1);MARGEN (2);XS;;S;;M;;L;;XL;;2XL;;3XL;;;;;;;;;;;;;;;;;;;;;;;
A;LARGO DE DELANTERO;;P;CRITICA;  7/16;  1/4 ;27  9/16;;28  9/16;;29  9/16;;30  9/16;;31  9/16;;32  9/16;;33  9/16;;;;;;;;;;;;;;;;;;;;;;;
B;ANCHO DE PECHO Y ESPALDA EN SISA;;P;CRITICA;  3/8 ;  3/8 ;20  1/16;;21  1/16;;22  1/16;;23  9/16;;25  1/16;;28  9/16;;31  1/16;;;;;;;;;;;;;;;;;;;;;;;
C;ANCHO DE FALDON DELANTERO Y ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;19  1/16;;20  5/16;;21  5/16;;22 13/16;;24  5/16;;27  3/4 ;;30  1/4 ;;;;;;;;;;;;;;;;;;;;;;;
D;ANCHO DE HOMBRO DELANTERO;;P;CRITICA;  1/2 ;  1/2 ;16  7/8 ;;17  5/8 ;;18  3/8 ;;19  3/8 ;;20  3/8 ;;22  1/8 ;;23  5/8 ;;;;;;;;;;;;;;;;;;;;;;;
E;SISA RECTA DELANTERO;;P;CRITICA;;;6  1/4 ;;6 13/16;;7  5/16;;7  3/4 ;;8  3/16;;9  5/16;;10  1/16;;;;;;;;;;;;;;;;;;;;;;;
F;ABERTURA DE CUELLO DELANTERO;;P;CRITICA;;;6  3/8 ;;6  5/8 ;;6  7/8 ;;7  1/8 ;;7  3/8 ;;7  7/8 ;;8  3/8 ;;;;;;;;;;;;;;;;;;;;;;;
G;CAIDA DE CUELLO DELANTERO;;P;CRITICA;;;3  1/8 ;;3  1/4 ;;3  3/8 ;;3  1/2 ;;3  5/8 ;;3  7/8 ;;4  1/8 ;;;;;;;;;;;;;;;;;;;;;;;
H;LARGO DE CUERPO ESPALDA;;P;CRITICA;  7/16; 1/4;29  7/8 ;;30  7/8 ;;31  7/8 ;;32  7/8 ;;33  7/8 ;;34  7/8 ;;35  7/8 ;;;;;;;;;;;;;;;;;;;;;;;
I;SISA RECTA ESPALDA;;P;CRITICA;;;8  5/8 ;;9  3/16;;9 11/16;;10  1/16;;10  1/2 ;;11  1/2 ;;12  1/4 ;;;;;;;;;;;;;;;;;;;;;;;
J;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;  1/2 ;  1/2 ;18 13/16;;19  9/16;;20  5/16;;21  5/16;;22  5/16;;24  1/16;;25  9/16;;;;;;;;;;;;;;;;;;;;;;;
K;ABERTURA DE CUELLO ESPALDA;;P;CRITICA;;;7 15/16;;8  3/16;;8  7/16;;8 11/16;;8 15/16;;9  7/16;;9 15/16;;;;;;;;;;;;;;;;;;;;;;;
L;CAIDA DE CUELLO ESPALDA;;P;CRITICA;;;2  1/8 ;;2  1/8 ;;2  1/4 ;;2  1/4 ;;2  3/8 ;;2  3/8 ;;2  1/2 ;;;;;;;;;;;;;;;;;;;;;;;
M;BICEP ANCHO DE MANGA;;P;CRITICA; 3/8; 3/8;15 11/16;;16  1/2 ;;17  1/2 ;;18  1/2 ;;19  5/16;;21  1/2 ;;23      ;;;;;;;;;;;;;;;;;;;;;;;
N;ANCHO DE BOCA DE MANGA;;P;CRITICA; 3/8; 3/8;13  3/4 ;;14 11/16;;15  5/8 ;;16  5/8 ;;17  5/8 ;;19  7/16;;21      ;;;;;;;;;;;;;;;;;;;;;;;
LL;LARGO DE MANGA;;P;CRITICA;  1/2 ;  1/4 ;9  3/8 ;;10      ;;10  5/8 ;;11  1/8 ;;11  5/8 ;;12      ;;12  1/2 ;;;;;;;;;;;;;;;;;;;;;;;
Ñ;ANCHO  DE CUELLO ;;C;CRITICA;;;17      ;;17  1/2 ;;18      ;;18  9/16;;19  1/8 ;;20  3/16;;21  5/16;;;;;;;;;;;;;;;;;;;;;;;
O;ALTO DE CUELLO;;C;CRITICA;;;1 13/16;;1 13/16;;1 13/16;;1 13/16;;1 13/16;;1 13/16;;1 13/16;;;;;;;;;;;;;;;;;;;;;;;
P;ANCHO  TAPETE ESPALDA;;C;CRITICA;;;14  1/4 ;;14  1/2 ;;14  3/4 ;;15      ;;15  1/4 ;;15  3/4 ;;16  3/8 ;;;;;;;;;;;;;;;;;;;;;;;
Q;ALTO DE TAPET E ESPALDA;;C;CRITICA;;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;;;;;;;;;;;;;
R;ANCHO DE PARCHE ESPALDA;;C;CRITICA;;;6  7/8 ;;7  1/8 ;;7  3/8 ;;7  5/8 ;;7  7/8 ;;8  3/8 ;;8  7/8 ;;;;;;;;;;;;;;;;;;;;;;;
S;ALTO DE PARCHE ESPALDA;;C;CRITICA;;;4      ;;4  1/8 ;;4  1/4 ;;4  3/8 ;;4  1/2 ;;4  3/4 ;;5      ;;;;;;;;;;;;;;;;;;;;;;;
1;ALTO MEDIO PECHO DELANTERO;;P;CRITICA;;;5  3/4 ;;6      ;;6  1/4 ;;6  1/2 ;;6  3/4 ;;7  1/4 ;;7  5/8 ;;;;;;;;;;;;;;;;;;;;;;;
2;ANCHO DE MEDIO PECHO DELANTERO;;P;CRITICA;  1/2 ;  1/2 ;15  1/4 ;;16      ;;16  3/4 ;;17  3/4 ;;18  3/4 ;;20  1/2 ;;22      ;;;;;;;;;;;;;;;;;;;;;;;
3;ALTO DE MEDIO PECHO ESPALDA;;P;CRITICA;;;8  1/8 ;;8  3/8 ;;8  5/8 ;;8  7/8 ;;9  1/8 ;;9  5/8 ;;10      ;;;;;;;;;;;;;;;;;;;;;;;
4;ANCHO DE MEDIO PECHO ESPALDA;;P;CRITICA;  1/2 ;  1/2 ;15  3/4 ;;16  1/2 ;;17  1/4 ;;18  1/4 ;;19  1/4 ;;21      ;;22  1/2 ;;;;;;;;;;;;;;;;;;;;;;;
5;ANCHO HOMBRO INDIVIDUAL;;P;CRITICA;;;5  7/8 ;;6  1/8 ;;6  3/8 ;;6  3/4 ;;7  1/8 ;;7  3/4 ;;8  1/4 ;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
