;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COD.;DESCRIPCIÓN;;P/C;CRITICA;MARGEN (1);MARGEN (2);XXS;;XS;;S;;M;;L;;XL;;;;;;;;;;;;;;;
A;ABERTURA DE ESCOTE ESPALDA;;P;CRITICA;;;5  1/2 ;;5  3/4 ;;6      ;;6  1/4 ;;6  1/2 ;;6  5/8 ;;;;;;;;;;;;;;;
B;CAIDA DE ESCOTE ESPALDA;;P;CRITICA;;;1  7/16;;1  7/16;;1  7/16;;1  7/16;;1  9/16;;1  9/16;;;;;;;;;;;;;;;
C;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;14  9/16;;15  1/16;;15  9/16;;16  3/16;;16 15/16;;17  5/16;;;;;;;;;;;;;;;
D;SISA RECTA ESPALDA;;P;CRITICA;;;7  7/16;;7 13/16;;8  1/4 ;;8  5/8 ;;9  1/16;;9  5/16;;;;;;;;;;;;;;;
E;ANCHO DE PECHO ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;16 11/16;;17 11/16;;18 11/16;;19 15/16;;21 11/16;;22 11/16;;;;;;;;;;;;;;;
F;ANCHO DE FALDON ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;20  7/16;;21  7/16;;22  7/16;;23  3/4 ;;25  7/16;;26  7/16;;;;;;;;;;;;;;;
G;LARGO DE CUERPO ESPALDA;;P;CRITICA;  5/16;  1/4 ;27  9/16;;28  1/8 ;;28  9/16;;29  3/16;;29 13/16;;30  3/16;;;;;;;;;;;;;;;
H;ABERTURA DE ESCOTE DELANTERO;;P;CRITICA;;;4 15/16;;5  3/16;;5  7/16;;5 11/16;;5 15/16;;6  1/16;;;;;;;;;;;;;;;
I;CAIDA DE ESCOTE DELANTERO;;P;CRITICA;;;2  9/16;;2 13/16;;2 15/16;;3  1/16;;3  5/16;;3  7/16;;;;;;;;;;;;;;;
J;ANCHO DE HOMBRO DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;14  1/16;;14  9/16;;15  1/16;;15 11/16;;16  7/16;;16 13/16;;;;;;;;;;;;;;;
K;SISA RECTA DELANTERO;;P;CRITICA;;;6 11/16;;7  1/8 ;;7  9/16;;7 15/16;;8  7/16;;8 11/16;;;;;;;;;;;;;;;
L;LARGO DE CUERPO DELANTERO;;P;CRITICA;  5/16;  1/4 ;26 15/16;;27  7/16;;27 15/16;;28  9/16;;29  3/16;;29  9/16;;;;;;;;;;;;;;;
M;LARGO DE MANGA;;P;CRITICA;  3/8 ;  1/4 ;26      ;;26  1/4 ;;26  5/8 ;;26 13/16;;27  1/4 ;;27  5/16;;;;;;;;;;;;;;;
N;ANCHO DE BICEPS;;P;CRITICA;  3/8 ;  3/8 ;12  7/16;;13  3/16;;13 15/16;;14  5/8 ;;15  5/8 ;;16  3/8 ;;;;;;;;;;;;;;;
O;ANCHO DE BOCA DE MANGA;;P;CRITICA;  3/8 ;  3/8 ;8      ;;8  1/4 ;;8  1/2 ;;8 13/16;;9  1/8 ;;9  3/8 ;;;;;;;;;;;;;;;
P;LARGO DE CUELLO RECTILINEO;;C;CRITICA;;;14  1/4 ;;15      ;;15  3/4 ;;16  1/2 ;;17  1/4 ;;17  5/8 ;;;;;;;;;;;;;;;
Q;ALTO DE CUELLO RECTILNEO;;C;CRITICA;;;3  1/4 ;;3  1/4 ;;3  1/4 ;;3  1/4 ;;3  1/4 ;;3  1/4 ;;;;;;;;;;;;;;;
R;LARGO DE  TAPETE  CUELLO;;C;CRITICA;;;19  1/4 ;;20      ;;20  3/4 ;;21  1/2 ;;22  5/16;;22 11/16;;;;;;;;;;;;;;;
S;ALTO DE TAPETE CUELLO;;C;CRITICA;;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;;;;;
T;ANCHO DE PECHERA INFERIOR;;C;CRITICA;;;1  3/4 ;;1  3/4 ;;1  3/4 ;;1  3/4 ;;1  3/4 ;;1  3/4 ;;;;;;;;;;;;;;;
U;LARGO DE PECHERA INFERIOR;;C;CRITICA;;;9      ;;9      ;;9      ;;9      ;;9      ;;9      ;;;;;;;;;;;;;;;
V;ANCHO DE PECHERA SUPERIOR;;C;CRITICA;;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;;;;;
W;LARGO DE PECHERA SUPERIOR;;C;CRITICA;;;9      ;;9      ;;9      ;;9      ;;9      ;;9      ;;;;;;;;;;;;;;;
X;ALTO DE ABERURA DE VENTZ DELANTERO-ESPALDA;;P;CRITICA;;;3  3/4 ;;3  3/4 ;;3  3/4 ;;3  3/4 ;;3  3/4 ;;3  3/4 ;;;;;;;;;;;;;;;
Y;LARGO  DE TAJO DELANTERO;;P;CRITICA;;;6  1/2 ;;6  1/2 ;;6  1/2 ;;6  1/2 ;;6  1/2 ;;6  1/2 ;;;;;;;;;;;;;;;
1;ANCHO DE PECHO DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;17 11/16;;18 11/16;;19 11/16;;20 15/16;;22 11/16;;23 11/16;;;;;;;;;;;;;;;
2;ANCHO DE FALDON DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;19  7/16;;20  7/16;;21  7/16;;22 11/16;;24  7/16;;25  7/16;;;;;;;;;;;;;;;
3;ALTO DE MEDIO PECHO DELANTERO;;P;CRITICA;;;5  7/8 ;;5  7/8 ;;5  7/8 ;;5  7/8 ;;5  7/8 ;;5  7/8 ;;;;;;;;;;;;;;;
4;ANCHO DE MEDIO PECHO DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;13  3/16;;13 11/16;;14  3/16;;14 13/16;;15  9/16;;15 15/16;;;;;;;;;;;;;;;
5;ALTO DE MEDIO PECHO ESPALDA;;P;CRITICA;;;6  3/4 ;;6  3/4 ;;6  3/4 ;;6  3/4 ;;6  3/4 ;;6  3/4 ;;;;;;;;;;;;;;;
6;ANCHO DE MEDIO PECHO ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;13 13/16;;14  5/16;;14 13/16;;15  7/16;;16  1/4 ;;16  5/8 ;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
