COD.;DESCRIPCIÓN;;P/C;CRITICA;MARGEN (1);MARGEN (2);XS;;S;;M;;L;;XL;;2XL;;3XL;;;;;;;;;;;;;;;;;;;;;;;
A;LARGO DE DELANTERO;;P;CRITICA;  5/16;  1/4 ;27 15/16;;28 15/16;;29 15/16;;30 15/16;;31 15/16;;32 15/16;;33 15/16;;;;;;;;;;;;;;;;;;;;;;;
B;ANCHO DE PECHO Y ESPALDA EN SISA;;P;CRITICA;  3/8 ;  3/8 ;20  1/4 ;;21  1/4 ;;22  1/4 ;;23  3/4 ;;25  1/4 ;;28  3/4 ;;31  1/4 ;;;;;;;;;;;;;;;;;;;;;;;
C;ANCHO DE FALDON DELANTERO Y ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;19  1/8 ;;20  3/8 ;;21  3/8 ;;22  7/8 ;;24  3/8 ;;27  3/4 ;;30  1/4 ;;;;;;;;;;;;;;;;;;;;;;;
D;ANCHO DE HOMBRO DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;16  3/4 ;;17  1/2 ;;18  1/4 ;;19  1/4 ;;20  1/4 ;;22      ;;23  1/2 ;;;;;;;;;;;;;;;;;;;;;;;
E;SISA RECTA DELANTERO;;P;CRITICA;;;7  1/16;;7  9/16;;8  1/16;;8  1/2 ;;8 15/16;;10  1/16;;10 13/16;;;;;;;;;;;;;;;;;;;;;;;
F;ABERTURA DE CUELLO DELANTERO;;P;CRITICA;;;5  1/8 ;;5  3/8 ;;5  5/8 ;;5  7/8 ;;6  1/8 ;;6  5/8 ;;7  1/8 ;;;;;;;;;;;;;;;;;;;;;;;
G;CAIDA DE CUELLO DELANTERO;;P;CRITICA;;;2  3/4 ;;2 15/16;;3  1/16;;3  3/16;;3  1/4 ;;3  1/2 ;;3  3/4 ;;;;;;;;;;;;;;;;;;;;;;;
H;LARGO DE CUERPO ESPALDA;;P;CRITICA;  5/16; 1/4;29  3/8 ;;30  3/8 ;;31  3/8 ;;32  3/8 ;;33  3/8 ;;34  3/8 ;;35  3/8 ;;;;;;;;;;;;;;;;;;;;;;;
I;SISA RECTA ESPALDA;;P;CRITICA;;;8  5/16;;8 13/16;;9  5/16;;9  3/4 ;;10  3/16;;11  1/4 ;;11 15/16;;;;;;;;;;;;;;;;;;;;;;;
J;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;17 13/16;;18  9/16;;19  5/16;;20  5/16;;21  5/16;;23  1/16;;24  9/16;;;;;;;;;;;;;;;;;;;;;;;
K;ABERTURA DE CUELLO ESPALDA;;P;CRITICA;;;6  3/8 ;;6  5/8 ;;6  7/8 ;;7  1/16;;7  5/16;;7 13/16;;8  5/16;;;;;;;;;;;;;;;;;;;;;;;
L;CAIDA DE CUELLO ESPALDA;;P;CRITICA;;;1  3/8 ;;1  3/8 ;;1  1/2 ;;1  1/2 ;;1  5/8 ;;1  5/8 ;;1  3/4 ;;;;;;;;;;;;;;;;;;;;;;;
M;BICEP ANCHO DE MANGA;;P;CRITICA; 3/8; 3/8;15  7/16;;16  5/16;;17  3/16;;18  1/8 ;;19      ;;21  3/8 ;;23      ;;;;;;;;;;;;;;;;;;;;;;;
N;ANCHO DE BOCA DE MANGA;;P;CRITICA; 3/8; 3/8;14  1/16;;14 15/16;;15  3/4 ;;16  1/4 ;;17  1/2 ;;19  1/2 ;;20 15/16;;;;;;;;;;;;;;;;;;;;;;;
LL;LARGO DE MANGA;;P;CRITICA;  3/8 ;  1/4 ;9  5/16;;9 15/16;;10  9/16;;11  1/16;;11  9/16;;11 15/16;;12  7/16;;;;;;;;;;;;;;;;;;;;;;;
Ñ;ANCHO DE PARCHE ESPALDA;;C;CRITICA;;;6  1/2 ;;6  3/4 ;;7      ;;7  1/4 ;;7  1/2 ;;8      ;;8  1/2 ;;;;;;;;;;;;;;;;;;;;;;;
O;ALTO DE PARCHE ESPALDA;;C;CRITICA;;;4      ;;4  1/8 ;;4  1/4 ;;4  3/8 ;;4  1/2 ;;4  3/4 ;;5      ;;;;;;;;;;;;;;;;;;;;;;;
P;ANCHO DE CUELLO INTERIOR-BORDE SUPERIOR;;C;CRITICA;;;17  1/16;;17  9/16;;18  1/16;;18 13/16;;19  9/16;;20 13/16;;22  1/16;;;;;;;;;;;;;;;;;;;;;;;
Q;ANCHO DE CUELLO INTERIOR-BORDE INFERIOR;;C;CRITICA;;;15  3/4 ;;16  1/4 ;;16  3/4 ;;17  1/2 ;;18  1/4 ;;19  9/16;;20 13/16;;;;;;;;;;;;;;;;;;;;;;;
R;ALTO DE CUELLO INTERIOR/ EXTERIOR;;C;CRITICA;;;2  3/4 ;;2  3/4 ;;2  3/4 ;;2  3/4 ;;2  3/4 ;;3      ;;3      ;;;;;;;;;;;;;;;;;;;;;;;
S;ANCHO DE BANDA INTERIOR;;C;CRITICA;;;17  3/4 ;;18  3/8 ;;18  7/8 ;;19  5/8 ;;20  3/8 ;;21  1/2 ;;22  3/4 ;;;;;;;;;;;;;;;;;;;;;;;
T;ALTO DE BANDA INTERIOR;;C;CRITICA;;;1  1/2 ;;1  1/2 ;;1  1/2 ;;1  1/2 ;;1  1/2 ;;1  3/4 ;;1  3/4 ;;;;;;;;;;;;;;;;;;;;;;;
U;ALTO DE PECHERA SUPERIOR;;C;CRITICA;;;6  7/8 ;;7  1/8 ;;7  1/8 ;;7  3/8 ;;7  3/8 ;;7  5/8 ;;7  5/8 ;;;;;;;;;;;;;;;;;;;;;;;
V;ANCHO PECHERA SUPERIOR;;C;CRITICA;;;3  1/8 ;;3  1/8 ;;3  1/8 ;;3  1/8 ;;3  1/8 ;;3  1/8 ;;3  1/8 ;;;;;;;;;;;;;;;;;;;;;;;
W;ALTO DE PECHERA INFERIOR;;C;CRITICA;;;6  7/8 ;;7  1/8 ;;7  1/8 ;;7  3/8 ;;7  3/8 ;;7  5/8 ;;7  5/8 ;;;;;;;;;;;;;;;;;;;;;;;
X;ANCHO DE PECHERA INFERIOR;;C;CRITICA;;;3  1/8 ;;3  1/8 ;;3  1/8 ;;3  1/8 ;;3  1/8 ;;3  1/8 ;;3  1/8 ;;;;;;;;;;;;;;;;;;;;;;;
1;ALTO DE MEDIO PECHO DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;5  7/8 ;;6  1/8 ;;6  3/8 ;;6  5/8 ;;6  7/8 ;;7  3/8 ;;7  3/4 ;;;;;;;;;;;;;;;;;;;;;;;
2;ANCHO DE MEDIO PECHO DELANTERO;;P;CRITICA;;;14 15/16;;15 11/16;;16  7/16;;17  7/16;;18  7/16;;20  3/16;;21 11/16;;;;;;;;;;;;;;;;;;;;;;;
3;ALTO DE MEDIO PECHO ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;7  1/4 ;;7  1/2 ;;7  3/4 ;;8      ;;8  1/4 ;;8  3/4 ;;9  1/8 ;;;;;;;;;;;;;;;;;;;;;;;
4;ANCHO DE MEDIO PECHO ESPALDA;;P;CRITICA;;;15  7/16;;16  3/16;;16 15/16;;17 15/16;;18 15/16;;20 11/16;;22  3/16;;;;;;;;;;;;;;;;;;;;;;;
5;LARGO DE TAJO DELANTERO;;P;CRITICA;;;4      ;;4  1/4 ;;4  1/4 ;;4  1/2 ;;4  1/2 ;;4  3/4 ;;4  3/4 ;;;;;;;;;;;;;;;;;;;;;;;
7;ANCHO DE ABERTURA DE TAJO;;P;CRITICA;;;  3/4 ;;  3/4 ;;  3/4 ;;  3/4 ;;  3/4 ;;  3/4 ;;  3/4 ;;;;;;;;;;;;;;;;;;;;;;;
8;ANCHO DE BANDA EXTERIOR;;C;CRITICA;;;17  1/2 ;;18  1/8 ;;18  5/8 ;;19  3/8 ;;20  1/8 ;;21  1/4 ;;22  1/2 ;;;;;;;;;;;;;;;;;;;;;;;
9;ALTO DE BANDA EXTERIOR;;C;CRITICA;;;1  1/2 ;;1  1/2 ;;1  1/2 ;;1  1/2 ;;1  1/2 ;;1  3/4 ;;1  3/4 ;;;;;;;;;;;;;;;;;;;;;;;
10;ANCHO DE CUELLO EXTERNO-BORDE SUPERIOR;;C;CRITICA;;;16 13/16;;17  5/16;;17 13/16;;18  9/16;;19  5/16;;20  9/16;;21 13/16;;;;;;;;;;;;;;;;;;;;;;;
11;ANCHO DE CUELLO EXTERIOR-BORDE INFERIOR;;C;CRITICA;;;15  9/16;;16  1/16;;16  9/16;;17  1/4 ;;18  1/16;;19  5/16;;20  9/16;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
