C;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;;;15  3/16;;15 11/16;;16  3/16;;16 11/16;;17  7/16;;;;;;;;;;;;;;;
D;SISA RECTA ESPALDA;;P;CRITICA;;;;;7  1/8 ;;7  9/16;;8  1/8 ;;8  5/8 ;;9  3/8 ;;;;;;;;;;;;;;;
E;UBICACIÓN DE MEDIO PECHO ESPALDA;;P;CRITICA;;;;;5  5/8 ;;5  5/8 ;;5  5/8 ;;5  5/8 ;;5  5/8 ;;;;;;;;;;;;;;;
F;ANCHO DE MEDIO PECHO ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;;;14      ;;14  1/2 ;;15      ;;15  1/2 ;;16  1/4 ;;;;;;;;;;;;;;;
G;ANCHO DE PECHO ESPALDA-DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;;;17  3/4 ;;18  3/4 ;;19  3/4 ;;20  3/4 ;;22  1/4 ;;;;;;;;;;;;;;;
H;ANCHO DE FALDON ESPALDA-DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;;;19  7/16;;20  7/16;;21  7/16;;22  7/16;;23 15/16;;;;;;;;;;;;;;;
I;LARGO DE CUERPO ESPALDA;;P;CRITICA;  5/16;  1/4 ;;;25  5/16;;25 13/16;;26  5/16;;26 13/16;;27  5/16;;;;;;;;;;;;;;;
J;ABERTURA DE ESCOTE DELANTERO;;P;CRITICA;;;;;7  7/16;;7 11/16;;7 15/16;;8  3/16;;8  7/16;;;;;;;;;;;;;;;
K;CAIDA DE ESCOTE DELANTERO;;P;CRITICA;;;;;3  7/8 ;;4      ;;4  1/8 ;;4  1/4 ;;4  3/8 ;;;;;;;;;;;;;;;
L;ANCHO DE HOMBRO DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;;;14 15/16;;15  7/16;;15 15/16;;16  7/16;;17  3/16;;;;;;;;;;;;;;;
M;SISA RECTA DELANTERO;;P;CRITICA;;;;;6  7/16;;6 15/16;;7  7/16;;7 15/16;;8 11/16;;;;;;;;;;;;;;;
N;UBICACIÓN DE MEDIO PECHO DELANTERO;;P;CRITICA;;;;;5  1/8 ;;5  1/8 ;;5  1/8 ;;5  1/8 ;;5  1/8 ;;;;;;;;;;;;;;;
O;ANCHO DE MEDIO PECHO DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;;;12  3/4 ;;13  1/4 ;;13  3/4 ;;14  1/4 ;;15      ;;;;;;;;;;;;;;;
P;LARGO DE CUERPO DELANTERO;;P;CRITICA;  5/16;  1/4 ;;;24  3/4 ;;25  1/4 ;;25  3/4 ;;26  1/4 ;;26  3/4 ;;;;;;;;;;;;;;;
Q;ANCHO DE BICEPS ;;P;CRITICA;  3/8 ;  3/8 ;;;12  7/16;;13  3/8 ;;14  3/8 ;;15  3/8 ;;17      ;;;;;;;;;;;;;;;
R;ANCHO DE BOCA DE MANGA;;P;CRITICA;  3/8 ;  3/8 ;;;12      ;;12 13/16;;13  9/16;;14  7/16;;15  1/2 ;;;;;;;;;;;;;;;
S;LARGO DE MANGA;;P;CRITICA;  3/8 ;  1/4 ;;;6 13/16;;7  1/8 ;;7  5/16;;7  9/16;;7 13/16;;;;;;;;;;;;;;;
T;LARGO COLLARETA CUELLO(DISP);;C;CRITICA;;;;;25  1/16;;25 13/16;;26  9/16;;27  5/16;;28  3/16;;;;;;;;;;;;;;;
U;ALTO DE COLLARETA CUELLO (DISP);;C;CRITICA;;;;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;;;;;;;;;;;;;;
V;LARGO DE COLLARETA PUÑO(DISP);;C;CRITICA;;;;;16  1/8 ;;17      ;;17  3/4 ;;18  5/8 ;;19  3/4 ;;;;;;;;;;;;;;;
W;ALTO DE COLLARETA PUÑO(DISP);;C;CRITICA;;;;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;;;;;;;;;;;;;;
X;LARGO DE TAPETE ESPALDA;;C;CRITICA;;;;;12 13/16;;13  3/16;;13  1/2 ;;13 13/16;;14  3/16;;;;;;;;;;;;;;;
Y;ALTO DE TAPETE ESPALDA;;C;CRITICA;;;;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
