FICHA DE ESPECIFICACIONES TECNICAS   ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HOJA DE MEDIDAS DE MOLDE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FECHA DE GENERACION:;;02/08/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FECHA DE ACTUALIZACION:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CLIENTE:;;MARMAXX;;;;;;;;;ESTILO PROPIO 1:;;;;04273-P1;;;;;;;;;;ENCOGIMIENTO;;;;MOLDE;;;;;;;;
ESTILO CLIENTE:;;AN13173-B;;;;;;;;;ESTILO PROPIO 2:;;;;;;;;;;;;;;HILO;;;;3.0%;;;;;;;;10216
SILUETA:;;;;;;;;;;;TEMPORADA:;;;;;;;;;;;;;;TRAVEZ;;;;2.0%;;;;;;;;
DIVISION:;;;;;;;;;;;TALLAS:;;;XS-S-M-L-XL-XXL;;;;;;;;;;;;;;;;;;;;;;;
TIPO MUESTRA:;;PRODUCCION PROG  84;;;;;;;;;MEDIDA :;;;PULGADAS;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PRODUCCION PROG 520-521-523;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;MARGEN DE RECORTES;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;UNION DE HOMBROS;;;;  1/8 ;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;CERRADO DE COSTADOS;;;;  3/16;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;BASTA DE FALDON ;;;;  1/4 ;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COD.;DESCRIPCIÓN;;P/C;CRITICA;MARGEN (1);MARGEN (2);XS;;S;;M;;L;;XL;;XXL;;;;;;;;;;;;;;;;;;;;
A;LARGO DE CUERPO DELANTERO ;;P;CRITICA;  1/4 ;  1/4 ;24  1/4 ;;24  3/4 ;;25  1/4 ;;25  3/4 ;;26  1/4 ;;26  3/4 ;;;;;;;;;;;;;;;;;;;;
B;ANCHO DE PECHO DELANTERO Y ESPALDA EN SISA;;P;CRITICA;  3/8 ;  3/8 ;15  3/8 ;;16  3/8 ;;17  3/8 ;;18  3/8 ;;19  7/8 ;;21  3/8 ;;;;;;;;;;;;;;;;;;;;
C;ANCHO DE FALDON DELANTERO Y ESPALDA ;;P;CRITICA;  3/8 ;  3/8 ;15  7/8 ;;16  7/8 ;;17  7/8 ;;18  7/8 ;;20  3/8 ;;21  7/8 ;;;;;;;;;;;;;;;;;;;;
D;ANCHO DE HOMBRO DELANTERO ;;P;CRITICA;  1/4 ;  1/4 ;12      ;;12  1/2 ;;13      ;;13  1/2 ;;14  1/4 ;;15      ;;;;;;;;;;;;;;;;;;;;
E;SISA RECTA DELANTERO  ;;P;CRITICA;;;6  1/2 ;;7  1/16;;7  9/16;;8  1/16;;8 13/16;;9  9/16;;;;;;;;;;;;;;;;;;;;
F;ABERTURA DE CUELLO DELANTERO;;P;CRITICA;;;5  9/16;;5 13/16;;6  1/16;;6  5/16;;6  9/16;;6 13/16;;;;;;;;;;;;;;;;;;;;
G;CAIDA DE CUELLO DELANTERO;;P;CRITICA;;;2  5/8 ;;2  3/4 ;;2  7/8 ;;3      ;;3  1/8 ;;3  1/4 ;;;;;;;;;;;;;;;;;;;;
H;LARGO DE CUERPO ESPALDA;;P;CRITICA;  1/4 ;  1/4 ;24  3/4 ;;25  1/4 ;;25  3/4 ;;26  1/4 ;;26  3/4 ;;27  1/4 ;;;;;;;;;;;;;;;;;;;;
I;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;  1/4 ;  1/4 ;12  3/8 ;;12  7/8 ;;13  3/8 ;;13  7/8 ;;14  5/8 ;;15  3/8 ;;;;;;;;;;;;;;;;;;;;
J;SISA RECTA ESPALDA;;P;CRITICA;;;7      ;;7  1/2 ;;8      ;;8  1/2 ;;9  1/4 ;;10      ;;;;;;;;;;;;;;;;;;;;
K;ABERTURA DE CUELLO ESPALDA;;P;CRITICA;;;6      ;;6  1/4 ;;6  1/2 ;;6  3/4 ;;7      ;;7  1/4 ;;;;;;;;;;;;;;;;;;;;
L;CAIDA DE CUELLO ESPALDA;;P;CRITICA;;; 15/16;;1  1/16;;1  3/16;;1  5/16;;1  7/16;;1  9/16;;;;;;;;;;;;;;;;;;;;
M;LARGO DE CUELLO ;;C;CRITICA;;;13      ;;13  3/4 ;;14  1/2 ;;15  1/4 ;;16  1/16;;16 13/16;;;;;;;;;;;;;;;;;;;;
N;ALTO DE  CUELLO;;C;CRITICA;;;5      ;;5      ;;5      ;;5      ;;5      ;;5      ;;;;;;;;;;;;;;;;;;;;
O;LARGO DE COLLARETA DE SISA;;C;CRITICA;;;20  7/8 ;;22      ;;23  1/8 ;;21  1/8 ;;25  3/4 ;;27  3/8 ;;;;;;;;;;;;;;;;;;;;
P;ALTO DE COLLARETA DE SISA;;C;CRITICA;;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;;;;;;;;;;;;;;;;;;;
Q;LARGO DE TAPETE CUELLO;;C;CRITICA;;;11  1/2 ;;11  7/8 ;;12  1/4 ;;12  5/8 ;;13      ;;13  3/8 ;;;;;;;;;;;;;;;;;;;;
S;ALTO DE TAPETE CUELLO;;C;CRITICA;;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
