FICHA DE ESPECIFICACIONES TECNICAS   ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HOJA DE MEDIDAS DE MOLDE - PAÑO LAVADO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FECHA DE GENERACION:;;17/03/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FECHA DE ACTUALIZACION:;;;;;;;;;;;;;;;;;;;;;;;;;MOLDE ;;;;;;;
CLIENTE:;;LANDS END;;;;;;;;;ESTILO PROPIO 1:;;;;;;9580;;;;;;;;ENCOGIMIENTO;;;;MOLDE;;;
ESTILO CLIENTE:;;526226;;;;;;;;;ESTILO PROPIO 2:;;;;;;---;;;;;;;;HILO;;;;1.5%;;;
SILUETA:;;J-FIT ;;;;;;;;;TEMPORADA:;;;;;;FH21;;;;;;;;TRAVEZ;;;;1.0%;;;
DIVISION:;;MENS;;;;;;;;;TALLAS:;;;;;;S-M-L-XL-XXL;;;;;;;;LARG.DE MANGA;;;;0.0%;;;
TIPO MUESTRA:;;PRODUCCION PROGRAMA #145;;;;;;;;;MEDIDA :;;;;;;PULGADA;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;MARGEN DE RECORTES;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;UNION DE HOMBROS;;;;  1/8 ;;;
;;;;;;;;;;;;;;;;;;;;;;;;;PEGADO DE MANGA;;;;  3/16;;;
;;;;;;;;;;;;;;;;;;;;;;;;;CERRADO DE COSTADOS;;;;  3/16;;;
;;;;;;;;;;;;;;;;;;;;;;;;;BASTA DE FALDON ;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COD.;DESCRIPCIÓN;;P/C;CRITICAL;MARGEN (1);MARGEN (2);;;S;;M;;L;;XL;;XXL;;;;;;;;;;;;;;;
A;ABERTURA DE CUELLO ESPALDA ;;P;CRITICAL;;;;;6  9/16;;6 13/16;;7  1/16;;7  5/16;;7  9/16;;;;;;;;;;;;;;;
B;CAIDA DE CUELLO ESPALDA;;P;CRITICAL;;;;;1  9/16;;1  9/16;;1  9/16;;1  3/4 ;;1 13/16;;;;;;;;;;;;;;;
C;ANCHO DE HOMBRO ESPALDA;;P;CRITICAL;  1/2 ;  1/2 ;;;18  9/16;;19  5/16;;20  1/16;;20 13/16;;21  9/16;;;;;;;;;;;;;;;
D;SISA RECTA ESPALDA;;P;CRITICAL;  7/16;  1/2 ;;;7 13/16;;8  3/8 ;;9      ;;9  9/16;;10  1/8 ;;;;;;;;;;;;;;;
1;ALTO DE 1/2 ESPALDA;;P;CRITICAL;;;;;7  7/8 ;;7  7/8 ;;7  7/8 ;;7  7/8 ;;7  7/8 ;;;;;;;;;;;;;;;
2;ANCHO DE 1/2 ESPALDA;;P;CRITICAL;  1/2 ;  1/2 ;;;16  7/8 ;;17  5/8 ;;18  3/8 ;;19  1/8 ;;19  7/8 ;;;;;;;;;;;;;;;
E;LARGO DE CUERPO ESPALDA;;P;CRITICAL;  7/16;  7/8 ;;;28  7/8 ;;29  5/8 ;;30  3/8 ;;31  1/8 ;;32      ;;;;;;;;;;;;;;;
F;ANCHO DE PECHO  ESPALDA-DELANTERO;;P;CRITICAL;  3/8 ;  3/8 ;;;20  1/4 ;;21  1/2 ;;22  3/4 ;;24      ;;25  1/4 ;;;;;;;;;;;;;;;
G;ANCHO DE FALDON ESPALDA-DELANTERO;;P;CRITICAL;  3/8 ;  3/8 ;;;19  7/8 ;;21  1/16;;22  1/4 ;;23  1/2 ;;24  5/8 ;;;;;;;;;;;;;;;
6;ALTO DE CURVA FALDON  ESPALDA-DELANTEROS;;P;CRITICAL;;;;;2      ;;2      ;;2      ;;2      ;;2      ;;;;;;;;;;;;;;;
7;ANCHO DE HOMBROS INDIVIDUALES ;;P;CRITICAL;;;;;6  3/8 ;;6  9/16;;6 13/16;;7  1/16;;7  1/4 ;;;;;;;;;;;;;;;
H;ABERTURA DE CUELLO DELANTERO;;P;CRITICAL;;;;;5 15/16;;6  3/16;;6  7/16;;6  5/8 ;;6  7/8 ;;;;;;;;;;;;;;;
