A;ABERTURA DE ESCOTE ESPALDA;;P;CRITICA;;;6  1/4 ;;6  3/8 ;;6  5/8 ;;6  7/8 ;;7  1/4 ;;7  3/8 ;;7  5/8 ;;;;;;;;;;;;;;;;;
B;CAIDA DE ESCOTE ESPALDA;;P;CRITICA;;;2  1/8 ;;2  1/8 ;;2  1/8 ;;2  1/4 ;;2  3/8 ;;2  1/2 ;;2  1/2 ;;;;;;;;;;;;;;;;;
C;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;15  1/8 ;;15  5/8 ;;16  1/8 ;;16  5/8 ;;17  1/8 ;;17  1/2 ;;17  7/8 ;;;;;;;;;;;;;;;;;
D;SISA RECTA ESPALDA;;P;CRITICA;;;7  1/2 ;;7 13/16;;8  1/16;;8  5/16;;8  3/4 ;;9  1/8 ;;9  5/16;;;;;;;;;;;;;;;;;
E;ANCHO DE PECHO ESPALDA -DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;16  5/8 ;;17  5/8 ;;18  5/8 ;;19  5/8 ;;21  1/2 ;;22  1/2 ;;23  3/4 ;;;;;;;;;;;;;;;;;
F;ANCHO DE FALDON ESPALDA -DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;17  5/8 ;;18  5/8 ;;19  5/8 ;;20  5/8 ;;22  3/4 ;;23  7/8 ;;25  1/8 ;;;;;;;;;;;;;;;;;
G;LARGO DE CUERPO ESPALDA;;P;CRITICA;  5/16;  1/4 ;26  9/16;;26 13/16;;27  1/16;;27  9/16;;28  1/16;;28  9/16;;29  1/16;;;;;;;;;;;;;;;;;
H;ABERTURA DE ESCOTE DELANTERO;;P;CRITICA;;;5  9/16;;5  5/8 ;;5 15/16;;6  3/16;;6  9/16;;6 11/16;;6 15/16;;;;;;;;;;;;;;;;;
I;CAIDA DE ESCOTE DELANTERO;;P;CRITICA;;;2  7/8 ;;3      ;;3  1/4 ;;3  1/2 ;;3  3/4 ;;3  7/8 ;;4  1/8 ;;;;;;;;;;;;;;;;;
J;ANCHO DE HOMBRO DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;14  7/16;;14 15/16;;15  7/16;;15 15/16;;16  7/16;;16 13/16;;17  3/16;;;;;;;;;;;;;;;;;
K;SISA RECTA DELANTERO;;P;CRITICA;;;6  5/8 ;;6  7/8 ;;7  3/16;;7  1/2 ;;7 15/16;;8  5/16;;8  9/16;;;;;;;;;;;;;;;;;
L;LARGO DE CUERPO DELANTERO;;P;CRITICA;  5/16;  1/4 ;25  5/8 ;;25  7/8 ;;26  1/8 ;;26  5/8 ;;27  1/8 ;;27  5/8 ;;28  1/8 ;;;;;;;;;;;;;;;;;
M;LARGO DE MANGA;;P;CRITICA;  3/8 ;  1/4 ;6  3/4 ;;7      ;;7  1/4 ;;7  1/2 ;;7  7/8 ;;8  1/8 ;;8  1/4 ;;;;;;;;;;;;;;;;;
N;ANCHO DE BICEPS;;P;CRITICA;  3/8 ;  3/8 ;13  7/16;;13 15/16;;14  7/16;;14 15/16;;16  3/16;;16 15/16;;18  3/16;;;;;;;;;;;;;;;;;
S;ANCHO DE BOCA DE MANGA;;P;CRITICA;  3/8 ;  3/8 ;12  5/16;;12  7/8 ;;13  3/8 ;;13 15/16;;15  1/8 ;;15 13/16;;16  7/8 ;;;;;;;;;;;;;;;;;
T;LARGO DE CUELLO;;C;CRITICA;;;14  1/8 ;;14  7/16;;15  3/16;;15 15/16;;16 15/16;;17  7/16;;18  1/16;;;;;;;;;;;;;;;;;
U;ALTO DE CUELLO;;C;CRITICA;;;1 13/16;;1 13/16;;1 13/16;;1 13/16;;1 13/16;;1 13/16;;1 13/16;;;;;;;;;;;;;;;;;
V;LARGO DE TAPETE ESPALDA;;C;CRITICA;;;12  9/16;;12 11/16;;12 15/16;;13  5/16;;13  3/4 ;;14      ;;14  3/16;;;;;;;;;;;;;;;;;
W;ALTO DE TAPETE ESPALDA;;C;CRITICA;;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;;;;;;;
1;ALTO DE MEDIO PECHO DELANTERO;;P;CRITICA;;;4  7/8 ;;4  7/8 ;;4  7/8 ;;4  7/8 ;;4  7/8 ;;4  7/8 ;;4  7/8 ;;;;;;;;;;;;;;;;;
2;ANCHO DE MEDIO PECHO DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;12 13/16;;13  5/16;;13 13/16;;14  5/16;;14 13/16;;15  3/16;;15  9/16;;;;;;;;;;;;;;;;;
3;ALTO DE MEDIO PECHO ESPALDA;;P;CRITICA;;;5  3/4 ;;5  3/4 ;;5  3/4 ;;5  3/4 ;;5  3/4 ;;5  3/4 ;;5  3/4 ;;;;;;;;;;;;;;;;;
4;ANCHO DE MEDIO PECHO ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;13  3/16;;13 11/16;;14  3/16;;14 11/16;;15  3/16;;15  9/16;;15 15/16;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
